num_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,sexo_per,zona_ocu,edad_per,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh
1837,16,2016,1,3,3,101,1,1,1,5,26,9,1,4,999,1,2016,2,4,4,6,1,1,5
1838,16,2016,20,3,3,101,1,1,1,12,36,1,1,4,6,5,9999,1,6,6,8,4,3,6
1839,16,2016,20,3,3,101,1,1,1,12,64,9,1,1,999,2,9999,1,11,11,13,4,3,6
1840,16,2016,20,3,3,101,1,1,1,11,26,2,1,1,999,3,2004,1,4,4,6,4,3,4
1841,16,2016,20,3,3,101,1,1,1,11,46,1,1,4,76,3,9999,1,8,8,10,4,3,6
1842,16,2016,13,3,3,2001,20,2,1,99,23,9,1,9,999,2,9999,1,3,3,5,3,2,6
1843,16,2016,13,3,3,2001,20,2,1,99,37,9,1,4,999,1,9999,1,6,6,8,3,2,6
1844,16,2016,10,3,3,2001,20,2,1,99,44,9,1,1,69,99,9999,1,7,7,9,2,1,6
1845,16,2016,10,3,3,2001,20,2,1,99,26,9,1,4,67,99,9999,1,4,4,6,2,1,6
1846,16,2016,17,3,3,1906,19,2,1,99,52,9,1,2,69,4,9999,2,9,9,11,3,2,6
1847,16,2016,1,3,3,501,5,2,1,99,47,9,1,6,19,2,1996,1,8,8,10,1,1,3
1848,16,2016,1,3,3,501,5,2,1,99,39,9,1,3,56,4,9999,1,6,6,8,1,1,6
1849,16,2016,8,3,3,1601,16,2,9,99,999,9,9,9,999,99,9999,1,16,12,18,2,1,6
1850,16,2016,13,3,3,201,2,2,1,99,42,9,1,6,999,2,1991,1,7,7,9,3,2,3
1851,16,2016,13,3,3,201,2,2,1,99,39,9,1,3,999,2,1994,1,6,6,8,3,2,3
1852,16,2016,8,3,3,1706,17,2,1,99,53,9,1,3,69,6,9999,1,9,9,11,2,1,6
1853,16,2016,8,3,3,1706,17,2,1,99,25,9,1,4,20,5,9999,1,4,4,6,2,1,6
1854,16,2016,11,3,3,1710,17,2,1,99,27,9,1,4,999,99,9999,4,4,4,6,2,1,6
1855,17,2016,21,3,4,101,1,1,1,5,23,1,1,12,7,1,9999,1,3,3,5,4,3,6
1856,17,2016,21,3,4,101,1,1,1,5,27,1,1,2,66,5,1997,1,4,4,6,4,3,3
1857,17,2016,19,3,4,106,1,2,1,99,37,2,1,2,34,2,2014,1,6,6,8,4,3,5
1858,17,2016,19,3,4,106,1,2,1,99,24,9,1,9,69,7,1985,1,3,3,5,4,3,2
1859,17,2016,23,3,4,106,1,2,2,99,32,9,1,1,27,10,2015,1,5,5,7,4,3,5
1860,17,2016,23,3,4,106,1,2,1,99,42,9,1,4,6,99,2015,1,7,7,9,4,3,5
1861,17,2016,13,3,4,101,1,1,1,12,57,2,1,1,52,8,9999,1,10,10,12,3,2,6
1862,17,2016,13,3,4,101,1,1,1,12,999,9,1,99,999,99,9999,1,16,12,18,3,2,6
1863,17,2016,21,3,4,101,1,1,1,12,25,9,1,4,20,1,9999,4,4,4,6,4,3,6
1864,17,2016,2,3,4,109,1,1,1,99,999,9,1,99,999,99,9999,1,16,12,18,1,1,6
1865,17,2016,2,3,4,109,1,1,1,99,19,9,1,4,27,5,9999,1,2,2,4,1,1,6
1866,17,2016,10,3,4,2101,21,1,1,99,54,1,1,2,69,99,9999,1,9,9,11,2,1,6
1867,17,2016,10,3,4,2101,21,1,2,99,17,9,2,4,67,99,9999,1,2,2,4,2,1,6
1868,17,2016,12,3,4,2001,20,2,1,99,37,1,1,3,69,3,1995,1,6,6,8,3,2,3
1869,17,2016,12,3,4,2001,20,2,1,99,999,9,1,6,19,6,2000,1,16,12,18,3,2,4
1870,17,2016,20,3,4,1903,19,2,1,99,56,1,1,6,30,2,2000,1,10,10,12,4,3,4
1871,17,2016,20,3,4,1903,19,2,1,99,35,9,1,4,32,1,9999,1,6,6,8,4,3,6
1872,17,2016,21,3,4,1903,19,2,1,99,36,9,1,3,69,4,9999,1,6,6,8,4,3,6
1873,17,2016,21,3,4,1903,19,2,1,99,39,9,1,3,69,2,9999,1,6,6,8,4,3,6
1874,17,2016,21,3,4,1903,19,2,9,99,999,9,9,5,31,2,9999,1,16,12,18,4,3,6
1875,17,2016,15,3,4,1010,10,2,1,99,54,1,1,3,48,1,1994,1,9,9,11,3,2,3
1876,17,2016,15,3,4,1010,10,2,1,99,38,9,1,4,999,5,9999,1,6,6,8,3,2,6
1877,17,2016,18,3,4,1101,11,2,9,99,999,9,9,1,69,2,1989,1,16,12,18,4,3,2
1878,17,2016,18,3,4,1101,11,2,1,99,43,1,1,3,31,2,1992,1,7,7,9,4,3,3
1879,17,2016,19,3,4,919,9,2,1,99,56,1,1,9,15,9,1997,2,10,10,12,4,3,3
1880,17,2016,18,3,4,901,9,2,9,99,999,9,9,12,999,99,9999,2,16,12,18,4,3,6
1881,17,2016,0,3,4,1302,13,2,1,99,31,2,1,2,69,1,2000,2,5,5,7,1,1,4
1882,17,2016,0,3,4,1302,13,2,9,99,999,1,9,3,69,5,9999,2,16,12,18,1,1,6
1883,17,2016,13,3,4,1501,15,1,1,99,52,2,1,4,39,1,9999,1,9,9,11,3,2,6
1884,17,2016,13,3,4,1501,15,1,9,99,999,9,9,1,69,6,2002,1,16,12,18,3,2,4
1885,17,2016,3,3,4,1401,14,1,9,99,999,9,9,2,28,2,2012,1,16,12,18,1,1,5
1886,17,2016,3,3,4,1401,14,1,9,99,999,9,9,3,69,5,9999,1,16,12,18,1,1,6
1887,17,2016,21,3,4,415,4,2,1,99,20,2,1,1,52,1,9999,2,3,3,5,4,3,6
1888,18,2016,16,3,5,108,1,2,2,99,36,9,1,2,41,4,9999,1,6,6,8,3,2,6
1889,18,2016,16,3,5,108,1,2,2,99,38,9,1,4,999,5,9999,1,6,6,8,3,2,6
1890,18,2016,22,3,5,107,1,2,1,99,34,2,1,3,91,7,2005,1,5,5,7,4,3,4
1891,18,2016,22,3,5,107,1,2,1,99,52,1,1,3,17,1,1999,1,9,9,11,4,3,3
1892,18,2016,22,3,5,101,1,1,2,12,18,9,1,1,999,2,2013,1,2,2,4,4,3,5
1893,18,2016,22,3,5,101,1,1,1,12,999,2,9,4,999,3,9999,1,16,12,18,4,3,6
1894,18,2016,9,3,5,110,1,2,9,99,999,9,9,12,999,99,9999,1,16,12,18,2,1,6
1895,18,2016,9,3,5,110,1,2,1,99,32,9,1,4,32,6,9999,1,5,5,7,2,1,6
1896,18,2016,20,3,5,113,1,2,1,99,42,2,1,3,69,2,9999,1,7,7,9,4,3,6
1897,18,2016,20,3,5,113,1,2,1,99,29,1,1,3,69,2,9999,1,4,4,6,4,3,6
1898,18,2016,22,3,5,117,1,1,1,99,18,2,1,4,999,99,9999,2,2,2,4,4,3,6
1899,18,2016,11,3,5,1905,19,2,1,99,41,9,1,2,89,4,2006,1,7,7,9,2,1,4
1900,18,2016,11,3,5,1905,19,2,1,99,18,9,1,4,6,5,9999,1,2,2,4,2,1,6
1901,18,2016,4,3,5,506,5,2,2,99,59,9,1,1,27,5,1996,1,10,10,12,1,1,3
1902,18,2016,4,3,5,506,5,2,9,99,999,9,9,12,30,7,1990,1,16,12,18,1,1,3
1903,18,2016,8,3,5,1010,10,2,1,99,46,9,1,3,69,2,1992,1,8,8,10,2,1,3
1904,18,2016,8,3,5,1010,10,2,1,99,15,9,2,4,18,3,9999,1,2,2,4,2,1,6
1905,18,2016,0,3,5,1102,11,2,1,99,24,1,1,3,69,1,1991,1,3,3,5,1,1,3
1906,18,2016,0,3,5,1102,11,2,1,99,25,2,1,4,67,1,9999,1,4,4,6,1,1,6
1907,18,2016,2,3,5,1324,13,2,2,99,17,9,2,4,999,99,9999,4,2,2,4,1,1,6
1908,18,2016,18,3,5,1603,16,2,1,99,29,1,1,3,69,9,1987,1,4,4,6,4,3,2
1909,18,2016,18,3,5,1603,16,2,1,99,46,1,1,1,56,6,1997,1,8,8,10,4,3,3
1910,18,2016,6,3,5,208,2,2,1,99,999,9,9,1,28,4,9999,1,16,12,18,2,1,6
1911,18,2016,6,3,5,208,2,2,1,99,19,9,1,3,69,10,9999,1,2,2,4,2,1,6
1912,18,2016,22,3,5,203,2,2,9,99,999,9,9,6,19,2,2000,1,16,12,18,4,3,4
1913,18,2016,22,3,5,203,2,2,1,99,36,9,1,4,67,1,9999,1,6,6,8,4,3,6
1914,18,2016,1,3,5,1801,18,2,1,99,33,2,1,4,67,5,9999,2,5,5,7,1,1,6
1915,18,2016,23,3,5,1803,18,2,1,99,999,9,9,3,999,99,9999,4,16,12,18,4,3,6
1916,18,2016,20,3,5,1805,18,2,1,99,999,9,9,14,6,1,9999,3,16,12,18,4,3,6
1917,18,2016,11,3,5,1401,14,2,9,99,999,9,9,3,69,4,9999,4,16,12,18,2,1,6
1918,19,2016,21,3,6,101,1,1,1,1,34,1,1,2,50,3,2010,1,5,5,7,4,3,5
1919,19,2016,21,3,6,101,1,1,1,1,20,9,1,4,6,5,2015,1,3,3,5,4,3,5
1920,19,2016,17,3,6,101,1,1,1,18,999,9,9,4,999,99,9999,1,16,12,18,3,2,6
1921,19,2016,17,3,6,101,1,1,9,18,999,9,9,99,999,99,9999,1,16,12,18,3,2,6
1922,19,2016,22,3,6,101,1,1,1,6,25,2,1,1,74,3,1995,1,4,4,6,4,3,3
1923,19,2016,22,3,6,101,1,1,9,6,999,9,9,2,999,6,2004,1,16,12,18,4,3,4
1924,19,2016,18,3,6,101,1,1,1,18,25,9,1,4,67,5,9999,1,4,4,6,4,3,6
1925,19,2016,18,3,6,101,1,1,9,18,999,9,9,1,999,99,9999,1,16,12,18,4,3,6
1926,19,2016,16,3,6,101,1,1,1,13,21,9,1,4,25,5,9999,4,3,3,5,3,2,6
1927,19,2016,18,3,6,101,1,1,1,4,33,2,1,9,52,4,9999,1,5,5,7,4,3,6
1928,19,2016,18,3,6,101,1,1,9,4,999,9,9,4,67,99,9999,1,16,12,18,4,3,6
1929,19,2016,3,3,6,101,1,1,1,7,27,9,1,1,67,7,2006,1,4,4,6,1,1,4
1930,19,2016,3,3,6,101,1,1,2,7,999,9,9,1,27,4,2004,1,16,12,18,1,1,4
1931,19,2016,22,3,6,101,1,1,1,7,36,9,1,4,67,3,2014,4,6,6,8,4,3,5
1932,19,2016,16,3,6,109,1,1,1,99,40,9,1,3,48,11,2006,1,7,7,9,3,2,4
1933,19,2016,16,3,6,109,1,1,1,99,49,9,1,4,999,7,9999,1,8,8,10,3,2,6
1934,19,2016,18,3,6,109,1,1,1,99,25,9,1,4,6,5,9999,1,4,4,6,4,3,6
1935,19,2016,18,3,6,109,1,1,1,99,26,9,1,1,52,2,9999,1,4,4,6,4,3,6
1936,19,2016,20,3,6,109,1,1,2,99,34,9,1,1,69,4,2001,1,5,5,7,4,3,4
1937,19,2016,20,3,6,109,1,1,1,99,24,9,1,4,6,5,2016,1,3,3,5,4,3,5
1938,19,2016,15,3,6,2106,21,2,2,99,25,9,1,4,999,99,9999,1,4,4,6,3,2,6
1939,19,2016,15,3,6,2106,21,2,9,99,999,9,9,3,69,4,9999,1,16,12,18,3,2,6
1940,19,2016,21,3,6,2103,21,2,1,99,25,9,1,3,69,6,9999,2,4,4,6,4,3,6
1941,19,2016,5,3,6,1901,19,2,2,99,37,9,1,1,69,1,1995,1,6,6,8,1,1,3
1942,19,2016,5,3,6,1901,19,2,1,99,25,9,1,1,52,4,9999,1,4,4,6,1,1,6
1943,19,2016,17,3,6,508,5,2,1,99,50,9,1,2,27,9,2005,1,9,9,11,3,2,4
1944,19,2016,17,3,6,508,5,2,9,99,999,9,9,3,69,1,9999,1,16,12,18,3,2,6
1945,19,2016,18,3,6,505,5,2,1,99,24,2,1,1,69,1,1992,1,3,3,5,4,3,3
1946,19,2016,18,3,6,505,5,2,9,99,999,9,9,2,999,5,1988,1,16,12,18,4,3,2
1947,19,2016,9,3,6,513,5,2,1,99,27,9,1,4,999,99,9999,4,4,4,6,2,1,6
1948,19,2016,22,3,6,1001,10,2,1,99,25,9,1,1,52,2,9999,1,4,4,6,4,3,6
1949,19,2016,22,3,6,1001,10,2,2,99,31,9,1,1,69,4,9999,1,5,5,7,4,3,6
1950,19,2016,19,3,6,1015,10,2,1,99,56,9,1,6,30,9,1987,3,10,10,12,4,3,2
1951,19,2016,12,3,6,1211,12,2,9,99,999,9,9,5,19,2,1997,1,16,12,18,3,2,3
1952,19,2016,12,3,6,1211,12,2,9,99,999,9,9,2,69,6,9999,1,16,12,18,3,2,6
1953,19,2016,12,3,6,1211,12,2,9,99,999,9,9,3,69,2,9999,1,16,12,18,3,2,6
1954,19,2016,12,3,6,1211,12,2,9,99,999,9,9,3,69,3,1993,1,16,12,18,3,2,3
1955,19,2016,1,3,6,1308,13,1,1,99,35,9,1,3,999,2,9999,4,6,6,8,1,1,6
1956,19,2016,0,3,6,1303,13,2,1,99,59,9,1,1,67,3,1993,1,10,10,12,1,1,3
1957,19,2016,0,3,6,1303,13,2,2,99,50,9,1,1,69,1,2000,1,9,9,11,1,1,4
1958,19,2016,22,3,6,1601,16,1,1,99,19,1,1,4,27,4,9999,1,2,2,4,4,3,6
1959,19,2016,22,3,6,1601,16,1,1,99,35,2,1,4,67,5,9999,1,6,6,8,4,3,6
1960,19,2016,7,3,6,1609,16,2,1,99,27,9,1,5,26,2,2006,3,4,4,6,2,1,4
1961,19,2016,23,3,6,1613,16,2,1,99,20,9,1,4,67,5,9999,1,3,3,5,4,3,6
1962,19,2016,23,3,6,1613,16,2,9,99,999,9,9,5,30,2,9999,1,16,12,18,4,3,6
1963,19,2016,18,3,6,203,2,2,9,99,999,9,9,5,26,2,9999,1,16,12,18,4,3,6
1964,19,2016,18,3,6,203,2,2,1,99,48,9,1,1,69,4,9999,1,8,8,10,4,3,6
1965,19,2016,12,3,6,1701,17,2,1,99,18,9,1,4,999,99,9999,1,2,2,4,3,2,6
1966,19,2016,12,3,6,1701,17,2,9,99,999,9,9,5,999,99,9999,1,16,12,18,3,2,6
1967,19,2016,2,3,6,1712,17,2,1,99,22,9,1,4,6,4,9999,4,3,3,5,1,1,6
1968,19,2016,13,3,6,314,3,2,1,99,999,9,9,5,999,99,9999,2,16,12,18,3,2,6
1969,19,2016,18,3,6,310,3,2,1,99,29,9,1,4,999,1,9999,4,4,4,6,4,3,6
1970,20,2016,7,3,7,101,1,1,1,13,31,9,1,4,999,1,9999,4,5,5,7,2,1,6
1971,20,2016,4,3,7,117,1,1,1,99,22,9,1,1,69,5,9999,2,3,3,5,1,1,6
1972,20,2016,10,3,7,2005,20,2,1,99,999,2,9,3,69,4,9999,4,16,12,18,2,1,6
1973,20,2016,22,3,7,614,6,2,9,99,999,9,9,1,27,3,9999,3,16,12,18,4,3,6
1974,20,2016,15,3,7,1003,10,2,1,99,22,1,1,4,32,1,9999,1,3,3,5,3,2,6
1975,20,2016,15,3,7,1003,10,2,1,99,45,1,1,4,999,2,2012,1,8,8,10,3,2,5
1976,20,2016,12,3,7,1101,11,1,1,99,23,9,1,1,76,3,9999,3,3,3,5,3,2,6
1977,20,2016,17,3,7,1106,11,2,1,99,999,9,9,4,999,99,9999,4,16,12,18,3,2,6
1978,20,2016,22,3,7,901,9,2,1,99,25,9,1,1,73,3,2005,1,4,4,6,4,3,4
1979,20,2016,22,3,7,901,9,2,1,99,22,9,1,4,32,1,9999,1,3,3,5,4,3,6
1980,21,2016,19,3,1,101,1,1,1,3,38,9,1,1,56,8,1985,1,6,6,8,4,3,2
1981,21,2016,19,3,1,101,1,1,1,3,31,9,1,2,999,99,9999,1,5,5,7,4,3,6
1982,21,2016,23,3,1,105,1,2,1,99,59,1,1,2,34,5,1981,1,10,10,12,4,3,2
1983,21,2016,23,3,1,105,1,2,1,99,23,1,1,1,27,5,1992,1,3,3,5,4,3,3
1984,21,2016,13,3,1,101,1,1,1,18,59,9,1,1,52,6,9999,1,10,10,12,3,2,6
1985,21,2016,13,3,1,101,1,1,1,18,29,9,1,1,999,7,9999,1,4,4,6,3,2,6
1986,21,2016,11,3,1,113,1,2,1,99,25,9,1,14,6,1,9999,2,4,4,6,2,1,6
1987,21,2016,23,3,1,2205,22,2,1,99,30,2,1,1,56,10,2012,1,5,5,7,4,3,5
1988,21,2016,23,3,1,2205,22,2,1,99,28,9,1,4,999,5,9999,1,4,4,6,4,3,6
1989,21,2016,11,3,1,1907,19,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,2,1,6
1990,21,2016,11,3,1,1907,19,2,9,99,999,9,9,14,6,1,9999,1,16,12,18,2,1,6
1991,21,2016,21,3,1,1906,19,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
1992,21,2016,21,3,1,1906,19,2,1,99,55,9,1,4,999,99,9999,1,10,10,12,4,3,6
1993,21,2016,5,3,1,508,5,2,1,99,33,1,1,6,999,2,9999,1,5,5,7,1,1,6
1994,21,2016,5,3,1,508,5,2,1,99,39,9,1,4,76,99,9999,1,6,6,8,1,1,6
1995,21,2016,13,3,1,920,9,2,1,99,42,2,1,4,18,5,2012,1,7,7,9,3,2,5
1996,21,2016,13,3,1,920,9,2,1,99,24,1,1,4,27,5,2013,1,3,3,5,3,2,5
1997,21,2016,17,3,1,1317,13,2,1,99,38,1,1,5,50,2,1990,1,6,6,8,3,2,3
1998,21,2016,17,3,1,1317,13,2,1,99,38,1,1,2,67,6,1994,1,6,6,8,3,2,3
1999,21,2016,22,3,1,1615,16,2,1,99,29,2,1,4,27,3,9999,1,4,4,6,4,3,6
2000,21,2016,22,3,1,1615,16,2,1,99,16,9,2,4,6,1,9999,1,2,2,4,4,3,6
2001,21,2016,23,3,1,1804,18,2,1,99,64,9,1,2,67,2,2009,3,11,11,13,4,3,4
2002,21,2016,23,3,1,401,4,1,1,99,21,9,1,4,67,99,9999,4,3,3,5,4,3,6
2003,22,2016,14,3,2,101,1,1,1,1,34,9,1,5,41,2,2014,1,5,5,7,3,2,5
2004,22,2016,14,3,2,101,1,1,1,1,53,9,1,4,67,1,2007,1,9,9,11,3,2,4
2005,22,2016,20,3,2,101,1,1,1,9,27,9,1,1,48,3,1995,1,4,4,6,4,3,3
2006,22,2016,20,3,2,101,1,1,1,9,34,9,1,4,6,3,9999,1,5,5,7,4,3,6
2007,22,2016,21,3,2,101,1,1,1,18,999,9,9,4,27,5,2016,1,16,12,18,4,3,5
2008,22,2016,21,3,2,101,1,1,2,18,999,9,9,1,27,99,2001,1,16,12,18,4,3,4
2009,22,2016,20,3,2,109,1,2,1,99,33,9,1,1,90,4,9999,1,5,5,7,4,3,6
2010,22,2016,20,3,2,109,1,2,1,99,24,9,1,4,3,5,2013,1,3,3,5,4,3,5
2011,22,2016,22,3,2,117,1,1,1,99,33,9,1,3,48,8,1984,1,5,5,7,4,3,2
2012,22,2016,22,3,2,117,1,1,1,99,48,9,1,4,32,4,2014,1,8,8,10,4,3,5
2013,22,2016,23,3,2,502,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
2014,22,2016,23,3,2,502,5,2,1,99,26,9,1,4,35,5,9999,1,4,4,6,4,3,6
2015,22,2016,15,3,2,608,6,2,1,99,28,9,1,1,52,1,2000,1,4,4,6,3,2,4
2016,22,2016,15,3,2,608,6,2,1,99,23,9,1,4,27,1,9999,1,3,3,5,3,2,6
2017,22,2016,8,3,2,1002,10,2,9,99,999,9,9,12,999,99,9999,1,16,12,18,2,1,6
2018,22,2016,8,3,2,1002,10,2,1,99,25,9,1,3,69,1,9999,1,4,4,6,2,1,6
2019,22,2016,8,3,2,1002,10,2,1,99,36,9,1,9,69,6,9999,1,6,6,8,2,1,6
2020,22,2016,15,3,2,1610,16,2,9,99,999,9,9,12,41,2,9999,4,16,12,18,3,2,6
2021,22,2016,2,3,2,1707,17,2,1,99,24,9,1,1,48,4,9999,2,3,3,5,1,1,6
2022,22,2016,18,3,2,1401,14,2,1,99,43,9,1,2,69,4,2012,1,7,7,9,4,3,5
2023,22,2016,18,3,2,1401,14,2,1,99,29,9,1,4,67,5,2015,1,4,4,6,4,3,5
2024,22,2016,18,3,2,1401,14,2,1,99,45,9,1,5,26,2,1989,1,8,8,10,4,3,2
2025,22,2016,1,3,2,705,7,2,1,99,28,9,1,1,28,2,9999,4,4,4,6,1,1,6
2026,22,2016,9,3,2,401,4,2,1,99,24,9,1,4,999,99,9999,1,3,3,5,2,1,6
2027,23,2016,6,3,3,101,1,1,1,1,40,1,1,1,48,4,9999,1,7,7,9,2,1,6
2028,23,2016,6,3,3,101,1,1,1,1,72,1,1,1,28,2,2012,1,13,11,15,2,1,5
2029,23,2016,19,3,3,101,1,1,1,2,27,2,1,2,28,5,2002,1,4,4,6,4,3,4
2030,23,2016,19,3,3,101,1,1,1,2,999,1,1,3,56,4,2011,1,16,12,18,4,3,5
2031,23,2016,22,3,3,101,1,1,1,1,27,1,1,1,28,2,2016,1,4,4,6,4,3,5
2032,23,2016,22,3,3,101,1,1,1,1,22,2,1,12,7,1,2016,1,3,3,5,4,3,5
2033,23,2016,3,3,3,101,1,1,1,7,39,2,1,2,28,4,2013,1,6,6,8,1,1,5
2034,23,2016,3,3,3,101,1,1,1,7,45,1,1,3,24,1,9999,1,8,8,10,1,1,6
2035,23,2016,17,3,3,101,1,1,1,12,25,1,1,1,48,2,9999,1,4,4,6,3,2,6
2036,23,2016,17,3,3,101,1,1,2,12,23,1,1,4,67,1,9999,1,3,3,5,3,2,6
2037,23,2016,17,3,3,101,1,1,1,12,25,1,1,4,25,4,9999,1,4,4,6,3,2,6
2038,23,2016,13,3,3,117,1,1,1,99,26,1,1,12,10,7,9999,1,4,4,6,3,2,6
2039,23,2016,13,3,3,117,1,1,1,99,31,1,1,1,28,2,9999,1,5,5,7,3,2,6
2040,23,2016,7,3,3,502,5,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,2,1,6
2041,23,2016,7,3,3,502,5,2,1,99,35,1,1,4,76,3,9999,1,6,6,8,2,1,6
2042,23,2016,20,3,3,501,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
2043,23,2016,20,3,3,501,5,2,1,99,30,9,1,4,999,3,9999,1,5,5,7,4,3,6
2044,23,2016,6,3,3,509,5,2,9,99,999,9,9,9,56,3,2009,3,16,12,18,2,1,4
2045,23,2016,12,3,3,602,6,2,1,99,999,1,1,1,52,4,9999,2,16,12,18,3,2,6
2046,23,2016,11,3,3,601,6,2,1,99,999,1,1,3,52,4,9999,3,16,12,18,2,1,6
2047,23,2016,23,3,3,601,6,2,1,99,40,9,1,3,69,2,2012,1,7,7,9,4,3,5
2048,23,2016,23,3,3,601,6,2,1,99,38,9,1,4,25,1,2009,1,6,6,8,4,3,4
2049,23,2016,21,3,3,1102,11,2,1,99,36,1,1,1,48,1,9999,1,6,6,8,4,3,6
2050,23,2016,21,3,3,1102,11,2,1,99,30,1,1,3,69,4,2009,1,5,5,7,4,3,4
2051,23,2016,21,3,3,1102,11,2,1,99,34,1,1,1,52,7,2004,1,5,5,7,4,3,4
2052,23,2016,20,3,3,1302,13,2,1,99,37,2,1,5,26,2,2016,1,6,6,8,4,3,5
2053,23,2016,20,3,3,1302,13,2,1,99,23,1,1,4,27,1,2006,1,3,3,5,4,3,4
2054,23,2016,17,3,3,802,8,2,1,99,22,2,1,1,69,11,1993,1,3,3,5,3,2,3
2055,23,2016,17,3,3,802,8,2,1,99,17,1,2,2,69,2,9999,1,2,2,4,3,2,6
2056,23,2016,6,3,3,1801,18,2,9,99,999,9,9,3,69,6,9999,1,16,12,18,2,1,6
2057,23,2016,6,3,3,1801,18,2,1,99,53,9,1,4,27,3,2005,1,9,9,11,2,1,4
2058,23,2016,22,3,3,1801,18,1,1,99,47,9,1,1,69,3,1988,1,8,8,10,4,3,2
2059,23,2016,22,3,3,1801,18,1,1,99,46,9,1,1,999,11,1996,1,8,8,10,4,3,3
2060,23,2016,22,3,3,401,4,2,9,99,999,9,9,1,999,2,9999,1,16,12,18,4,3,6
2061,23,2016,22,3,3,401,4,2,1,99,37,1,1,4,999,99,9999,1,6,6,8,4,3,6
2062,24,2016,0,3,4,109,1,1,1,99,27,2,1,1,48,9,1999,1,4,4,6,1,1,3
2063,24,2016,0,3,4,109,1,1,1,99,20,1,1,4,18,5,9999,1,3,3,5,1,1,6
2064,24,2016,1,3,4,109,1,1,1,99,29,9,1,3,69,1,1991,1,4,4,6,1,1,3
2065,24,2016,1,3,4,109,1,1,2,99,26,9,1,4,999,99,9999,1,4,4,6,1,1,6
2066,24,2016,3,3,4,101,1,1,1,19,36,2,1,1,69,4,9999,1,6,6,8,1,1,6
2067,24,2016,3,3,4,101,1,1,1,19,64,9,1,3,56,6,9999,1,11,11,13,1,1,6
2068,24,2016,8,3,4,117,1,1,9,99,999,9,9,12,30,1,9999,1,16,12,18,2,1,6
2069,24,2016,8,3,4,117,1,1,1,99,51,9,1,4,6,1,9999,1,9,9,11,2,1,6
2070,24,2016,2,3,4,117,1,1,9,99,999,9,9,3,999,2,9999,1,16,12,18,1,1,6
2071,24,2016,2,3,4,117,1,1,1,99,25,9,1,4,6,5,9999,1,4,4,6,1,1,6
2072,24,2016,14,3,4,2205,22,2,1,99,39,2,1,1,48,9,9999,1,6,6,8,3,2,6
2073,24,2016,14,3,4,2205,22,2,1,99,35,2,1,1,8,5,9999,1,6,6,8,3,2,6
2074,24,2016,16,3,4,2216,22,2,1,99,58,1,1,1,41,3,2005,1,10,10,12,3,2,4
2075,24,2016,16,3,4,2216,22,2,2,99,50,1,1,9,52,4,2011,1,9,9,11,3,2,5
2076,24,2016,1,3,4,509,5,1,1,99,20,9,1,4,6,5,9999,4,3,3,5,1,1,6
2077,24,2016,22,3,4,501,5,2,1,99,36,1,1,1,52,9,9999,1,6,6,8,4,3,6
2078,24,2016,22,3,4,501,5,2,1,99,52,1,1,1,10,7,9999,1,9,9,11,4,3,6
2079,24,2016,11,3,4,511,5,2,1,99,40,1,1,3,48,3,1986,1,7,7,9,2,1,2
2080,24,2016,11,3,4,511,5,2,1,99,21,1,1,4,67,1,2008,1,3,3,5,2,1,4
2081,24,2016,22,3,4,920,9,2,1,99,38,2,1,4,999,99,9999,2,6,6,8,4,3,6
2082,24,2016,22,3,4,1210,12,2,1,99,31,1,1,4,999,99,9999,2,5,5,7,4,3,6
2083,24,2016,17,3,4,1327,13,2,9,99,999,9,9,3,999,99,9999,3,16,12,18,3,2,6
2084,24,2016,14,3,4,1305,13,2,1,99,45,1,1,3,69,2,9999,3,8,8,10,3,2,6
2085,24,2016,22,3,4,203,2,2,1,99,42,1,1,4,67,99,9999,4,7,7,9,4,3,6
2086,24,2016,10,3,4,1803,18,1,2,99,20,9,1,1,69,4,9999,1,3,3,5,2,1,6
2087,24,2016,10,3,4,1803,18,1,1,99,18,9,1,4,999,99,9999,1,2,2,4,2,1,6
2088,24,2016,19,3,4,701,7,2,1,99,33,1,1,9,69,2,2008,1,5,5,7,4,3,4
2089,24,2016,19,3,4,701,7,2,1,99,45,2,1,1,69,4,2001,1,8,8,10,4,3,4
2090,24,2016,11,3,4,401,4,2,9,99,999,9,9,3,69,6,9999,1,16,12,18,2,1,6
2091,24,2016,11,3,4,401,4,2,1,99,20,9,1,4,6,5,9999,1,3,3,5,2,1,6
2092,25,2016,2,3,5,101,1,1,1,1,32,2,1,1,48,4,2004,1,5,5,7,1,1,4
2093,25,2016,2,3,5,101,1,1,1,1,78,1,1,3,14,1,1981,1,14,11,16,1,1,2
2094,25,2016,14,3,5,101,1,1,1,6,34,1,1,3,69,5,9999,1,5,5,7,3,2,6
