núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1543,2017,13,23,4,3,3,1,101,1,7,2,28,4,4,6,9,1,1,41,10,9999,6,1
1544,2017,13,23,4,3,3,1,101,1,7,1,22,3,3,5,9,1,4,76,99,9999,6,1
1545,2017,13,12,3,2,3,1,111,1,99,1,45,8,8,10,9,1,4,999,99,9999,6,1
1546,2017,13,12,3,2,3,1,111,1,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
1547,2017,13,18,4,3,3,1,117,1,99,1,43,7,7,9,9,1,3,69,6,9999,6,1
1548,2017,13,18,4,3,3,1,117,1,99,1,21,3,3,5,9,1,4,32,5,2016,5,1
1549,2017,13,9,2,1,3,1,2001,20,99,1,33,5,5,7,9,1,6,30,14,9999,6,1
1550,2017,13,9,2,1,3,1,2001,20,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
1551,2017,13,16,3,2,3,1,501,5,99,1,49,8,8,10,9,1,6,19,2,9999,6,1
1552,2017,13,16,3,2,3,1,501,5,99,1,23,3,3,5,9,1,4,6,99,2017,5,1
1553,2017,13,16,3,2,3,1,601,6,99,1,25,4,4,6,9,1,3,69,99,9999,6,1
1554,2017,13,16,3,2,3,1,601,6,99,1,26,4,4,6,9,1,1,999,99,9999,6,1
1555,2017,13,10,2,1,3,1,901,9,99,1,38,6,6,8,9,1,99,999,99,9999,6,2
1556,2017,13,10,2,1,3,1,801,8,99,1,65,12,11,14,9,1,1,999,99,9999,6,2
1557,2017,13,2,1,1,3,1,1801,18,99,1,28,4,4,6,9,1,4,999,99,9999,6,1
1558,2017,13,2,1,1,3,1,1801,18,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
1559,2017,13,22,4,3,3,1,406,4,99,2,51,9,9,11,9,1,3,999,9,9999,6,2
1560,2017,14,19,4,3,3,2,101,1,6,2,21,3,3,5,9,1,4,999,99,9999,6,2
1561,2017,14,7,2,1,3,2,101,1,15,1,43,7,7,9,9,1,4,999,99,9999,6,2
1562,2017,14,11,2,1,3,2,608,6,99,1,81,15,11,17,9,1,3,69,9,9999,6,1
1563,2017,14,11,2,1,3,2,608,6,99,1,24,3,3,5,9,1,3,56,3,9999,6,1
1564,2017,14,10,2,1,3,2,921,9,99,1,36,6,6,8,9,1,3,10,99,1994,3,1
1565,2017,14,10,2,1,3,2,921,9,99,1,37,6,6,8,9,1,5,26,2,2012,5,1
1566,2017,14,10,2,1,3,2,207,2,99,1,37,6,6,8,9,1,5,17,5,9999,6,1
1567,2017,14,10,2,1,3,2,207,2,99,1,46,8,8,10,9,1,1,69,6,9999,6,1
1568,2017,14,7,2,1,3,2,1801,18,99,2,25,4,4,6,9,1,4,999,99,9999,6,2
1569,2017,14,1,1,1,3,2,1705,17,99,1,58,10,10,12,9,1,4,999,5,9999,6,2
1570,2017,14,8,2,1,3,2,302,3,99,1,28,4,4,6,9,1,12,30,3,2000,4,1
1571,2017,14,8,2,1,3,2,302,3,99,1,34,5,5,7,9,1,12,23,7,2000,4,1
1572,2017,15,21,4,3,3,3,101,1,6,1,35,6,6,8,1,1,4,67,3,9999,6,1
1573,2017,15,21,4,3,3,3,101,1,6,9,999,16,12,18,1,9,99,999,99,9999,6,1
1574,2017,15,19,4,3,3,3,509,5,99,2,18,2,2,4,1,1,1,48,2,2012,5,2
1575,2017,15,17,3,2,3,3,501,5,99,1,34,5,5,7,1,1,1,48,4,1990,3,2
1576,2017,15,17,3,2,3,3,501,5,99,1,34,5,5,7,1,1,4,32,4,2013,5,2
1577,2017,15,23,4,3,3,3,1102,11,99,1,21,3,3,5,1,1,4,6,99,9999,6,1
1578,2017,15,23,4,3,3,3,1102,11,99,1,23,3,3,5,1,1,4,6,99,9999,6,1
1579,2017,15,18,4,3,3,3,1210,12,99,1,28,4,4,6,9,1,1,69,6,1996,3,1
1580,2017,15,18,4,3,3,3,1210,12,99,1,29,4,4,6,9,1,1,50,5,1985,2,1
1581,2017,15,16,3,2,3,3,1701,17,99,1,31,5,5,7,1,1,1,56,5,2006,4,1
1582,2017,15,16,3,2,3,3,1701,17,99,2,18,2,2,4,1,1,4,32,1,9999,6,1
1583,2017,15,1,1,1,3,3,309,3,99,1,22,3,3,5,9,1,1,56,9,9999,6,1
1584,2017,15,1,1,1,3,3,309,3,99,2,26,4,4,6,9,1,1,50,2,9999,6,1
1585,2017,16,17,3,2,3,4,101,1,1,1,47,8,8,10,9,1,9,999,2,9999,6,2
1586,2017,16,12,3,2,3,4,101,1,18,1,21,3,3,5,9,1,4,999,99,9999,6,2
1587,2017,16,21,4,3,3,4,109,1,99,1,26,4,4,6,9,1,4,6,5,9999,6,2
1588,2017,16,14,3,2,3,4,501,5,99,1,30,5,5,7,9,1,6,999,2,9999,6,1
1589,2017,16,14,3,2,3,4,501,5,99,1,31,5,5,7,9,1,1,27,3,9999,6,1
1590,2017,16,5,1,1,3,4,510,5,99,1,29,4,4,6,9,1,4,6,5,9999,6,2
1591,2017,16,10,2,1,3,4,1004,10,99,1,35,6,6,8,9,1,12,30,2,9999,6,1
1592,2017,16,10,2,1,3,4,1004,10,99,1,23,3,3,5,9,1,4,76,3,9999,6,1
1593,2017,16,12,3,2,3,4,1108,11,99,1,17,2,2,4,9,2,4,6,99,9999,6,2
1594,2017,16,12,3,2,3,4,1201,12,99,1,50,9,9,11,9,1,11,999,2,9999,6,1
1595,2017,16,12,3,2,3,4,1201,12,99,1,19,2,2,4,9,1,4,18,2,9999,6,1
1596,2017,16,14,3,2,3,4,701,7,99,1,23,3,3,5,9,1,2,31,11,9999,6,2
1597,2017,17,19,4,3,3,5,101,1,18,1,36,6,6,8,1,1,1,48,9,2013,5,1
1598,2017,17,19,4,3,3,5,101,1,18,9,999,16,12,18,9,9,14,6,7,9999,6,1
1599,2017,17,23,4,3,3,5,101,1,24,1,50,9,9,11,9,1,3,69,2,9999,6,1
1600,2017,17,23,4,3,3,5,101,1,24,1,20,3,3,5,9,1,4,32,2,9999,6,1
1601,2017,17,13,3,2,3,5,113,1,99,1,35,6,6,8,1,1,3,31,4,2016,5,1
1602,2017,17,13,3,2,3,5,113,1,99,1,17,2,2,4,1,2,4,32,5,2016,5,1
1603,2017,17,21,4,3,3,5,2201,22,99,1,25,4,4,6,1,1,1,48,3,9999,6,1
1604,2017,17,21,4,3,3,5,2201,22,99,1,21,3,3,5,1,1,4,64,14,9999,6,1
1605,2017,17,11,2,1,3,5,1902,19,99,1,52,9,9,11,1,1,4,32,5,2006,4,2
1606,2017,17,21,4,3,3,5,501,5,99,1,36,6,6,8,2,1,3,69,3,1991,3,2
1607,2017,17,10,2,1,3,5,1020,10,99,1,41,7,7,9,2,1,5,26,2,9999,6,1
1608,2017,17,10,2,1,3,5,1020,10,99,1,24,3,3,5,1,1,4,18,1,9999,6,1
1609,2017,17,17,3,2,3,5,1001,10,99,1,56,10,10,12,1,1,5,26,2,1995,3,1
1610,2017,17,17,3,2,3,5,1001,10,99,1,18,2,2,4,1,1,4,67,2,9999,6,1
1611,2017,17,23,4,3,3,5,1302,13,99,1,16,2,2,4,1,2,4,32,1,9999,6,1
1612,2017,17,23,4,3,3,5,1302,13,99,9,999,16,12,18,9,9,4,27,9,9999,6,1
1613,2017,17,3,1,1,3,5,1701,17,99,1,29,4,4,6,2,1,4,35,1,9999,6,1
1614,2017,17,3,1,1,3,5,1701,17,99,1,32,5,5,7,2,1,4,999,99,9999,6,1
1615,2017,18,6,2,1,3,6,101,1,1,1,32,5,5,7,1,1,1,8,5,2015,5,1
1616,2017,18,6,2,1,3,6,101,1,1,1,24,3,3,5,1,1,4,67,5,2015,5,1
1617,2017,18,10,2,1,3,6,101,1,7,1,50,9,9,11,1,1,4,64,1,9999,6,1
1618,2017,18,10,2,1,3,6,101,1,7,1,42,7,7,9,1,1,12,999,1,9999,6,1
1619,2017,18,17,3,2,3,6,101,1,17,1,17,2,2,4,1,2,4,3,1,9999,6,1
1620,2017,18,17,3,2,3,6,101,1,17,1,41,7,7,9,9,1,5,30,1,9999,6,1
1621,2017,18,22,4,3,3,6,101,1,6,1,36,6,6,8,1,1,1,69,9,1994,3,1
1622,2017,18,22,4,3,3,6,101,1,6,1,32,5,5,7,1,1,1,52,9,9999,6,1
1623,2017,18,16,3,2,3,6,2208,22,99,1,55,10,10,12,1,1,4,69,5,2015,5,2
1624,2017,18,20,4,3,3,6,2205,22,99,1,999,16,12,18,1,1,4,6,2,9999,6,2
1625,2017,18,9,2,1,3,6,2107,21,99,1,16,2,2,4,1,2,4,6,5,9999,6,1
1626,2017,18,9,2,1,3,6,2107,21,99,1,999,16,12,18,1,9,3,999,99,9999,6,1
1627,2017,18,20,4,3,3,6,501,5,99,1,27,4,4,6,1,1,99,6,1,9999,6,1
1628,2017,18,20,4,3,3,6,501,5,99,1,999,16,12,18,1,9,99,999,99,9999,6,1
1629,2017,18,15,3,2,3,6,506,5,99,1,39,6,6,8,1,1,99,999,99,9999,6,1
1630,2017,18,15,3,2,3,6,506,5,99,1,999,16,12,18,1,9,5,999,99,9999,6,1
1631,2017,18,14,3,2,3,6,920,9,99,2,37,6,6,8,1,1,3,69,4,2014,5,1
1632,2017,18,14,3,2,3,6,920,9,99,1,31,5,5,7,1,1,4,6,5,2014,5,1
1633,2017,18,14,3,2,3,6,1401,14,99,1,27,4,4,6,1,1,6,17,1,1985,2,1
1634,2017,18,14,3,2,3,6,1401,14,99,1,26,4,4,6,1,1,4,6,3,9999,6,1
1635,2017,18,23,4,3,3,6,101,1,10,2,37,6,6,8,1,1,1,10,1,2003,4,1
1636,2017,18,23,4,3,3,6,101,1,10,1,29,4,4,6,1,1,1,41,1,2006,4,1
1637,2017,18,10,2,1,3,6,1712,17,99,1,20,3,3,5,1,1,14,6,1,9999,6,1
1638,2017,18,10,2,1,3,6,1712,17,99,1,18,2,2,4,1,1,99,999,99,9999,6,1
1639,2017,18,22,4,3,3,6,301,3,99,1,44,7,7,9,1,1,1,56,5,9999,6,1
1640,2017,18,22,4,3,3,6,301,3,99,2,30,5,5,7,1,1,1,77,5,9999,6,1
1641,2017,18,21,4,3,3,6,312,3,99,1,38,6,6,8,1,1,1,6,1,9999,6,1
1642,2017,18,21,4,3,3,6,312,3,99,1,55,10,10,12,1,1,1,35,5,9999,6,1
1643,2017,18,10,2,1,3,6,117,1,99,1,21,3,3,5,1,1,1,56,9,9999,6,2
1644,2017,18,6,2,1,3,6,401,4,99,1,20,3,3,5,1,1,4,6,99,9999,6,2
1645,2017,18,12,3,2,3,6,412,4,99,1,62,11,11,13,1,1,3,999,5,9999,6,3
1646,2017,18,17,3,2,3,6,117,1,99,1,32,5,5,7,9,1,4,999,3,9999,6,2
1647,2017,18,16,3,2,3,6,1503,15,99,1,999,16,12,18,9,1,3,69,3,9999,6,2
1648,2017,18,23,4,3,3,6,1801,18,99,1,17,2,2,4,9,2,4,999,99,9999,6,2
1649,2017,19,14,3,2,3,7,101,1,1,1,32,5,5,7,1,1,12,50,2,9999,6,1
1650,2017,19,14,3,2,3,7,101,1,1,1,32,5,5,7,1,1,4,6,5,9999,6,1
1651,2017,19,17,3,2,3,7,101,1,1,1,22,3,3,5,1,1,9,28,6,9999,6,1
1652,2017,19,17,3,2,3,7,101,1,1,1,40,7,7,9,1,1,3,31,4,9999,6,1
1653,2017,19,18,4,3,3,7,111,1,99,1,55,10,10,12,1,1,9,999,2,9999,6,1
1654,2017,19,18,4,3,3,7,111,1,99,1,16,2,2,4,1,2,4,2,6,9999,6,1
1655,2017,19,16,3,2,3,7,506,5,99,1,31,5,5,7,1,1,4,6,5,2010,5,1
1656,2017,19,16,3,2,3,7,506,5,99,1,23,3,3,5,1,1,4,6,3,2015,5,1
1657,2017,19,8,2,1,3,7,501,5,99,9,999,16,12,18,9,9,10,999,2,9999,6,4
1658,2017,19,1,1,1,3,7,1501,15,99,1,25,4,4,6,1,1,4,67,99,9999,6,1
1659,2017,19,1,1,1,3,7,1501,15,99,1,22,3,3,5,1,1,4,32,99,9999,6,1
1660,2017,20,22,4,3,3,1,101,1,6,1,21,3,3,5,1,1,1,48,3,1986,2,1
1661,2017,20,22,4,3,3,1,101,1,6,1,36,6,6,8,1,1,1,48,99,9999,6,1
1662,2017,20,11,2,1,3,1,1801,18,99,1,54,9,9,11,1,1,9,999,3,2007,4,1
1663,2017,20,11,2,1,3,1,1801,18,99,2,22,3,3,5,1,1,4,18,5,9999,6,1
1664,2017,20,6,2,1,3,1,401,4,99,1,23,3,3,5,1,1,4,64,5,9999,6,1
1665,2017,20,6,2,1,3,1,401,4,99,1,24,3,3,5,1,1,3,69,5,9999,6,1
1666,2017,20,13,3,2,3,1,2001,20,99,1,15,2,2,4,1,2,3,48,11,2015,5,1
1667,2017,20,13,3,2,3,1,2001,20,99,1,42,7,7,9,1,1,14,6,1,2015,5,1
1668,2017,20,10,2,1,3,1,309,3,99,1,33,5,5,7,1,1,3,28,2,2010,5,1
1669,2017,20,10,2,1,3,1,309,3,99,1,29,4,4,6,1,1,3,31,4,2004,4,1
1670,2017,20,22,4,3,3,1,101,1,3,1,30,5,5,7,1,1,4,999,99,9999,6,1
1671,2017,20,22,4,3,3,1,101,1,3,9,999,16,12,18,1,9,4,999,99,9999,6,1
1672,2017,20,18,4,3,3,1,2205,22,99,1,33,5,5,7,1,1,5,56,2,1993,3,1
1673,2017,20,18,4,3,3,1,2205,22,99,1,23,3,3,5,1,1,1,69,1,9999,6,1
1674,2017,20,21,4,3,3,1,2101,21,99,1,22,3,3,5,1,1,4,6,3,2014,5,2
1675,2017,20,19,4,3,3,1,502,5,99,1,50,9,9,11,1,1,3,69,3,1987,2,1
1676,2017,20,19,4,3,3,1,502,5,99,1,24,3,3,5,1,1,4,54,1,2014,5,1
1677,2017,20,3,1,1,3,1,509,5,99,1,39,6,6,8,1,1,1,999,99,2011,5,1
1678,2017,20,3,1,1,3,1,509,5,99,1,52,9,9,11,1,1,1,48,5,2011,5,1
1679,2017,20,21,4,3,3,1,602,6,99,1,37,6,6,8,1,1,1,52,4,2004,4,1
1680,2017,20,21,4,3,3,1,602,6,99,1,33,5,5,7,1,1,4,27,5,9999,6,1
1681,2017,20,21,4,3,3,1,1301,13,99,1,42,7,7,9,2,1,3,69,3,1987,2,1
1682,2017,20,21,4,3,3,1,1301,13,99,1,56,10,10,12,1,1,2,27,4,2004,4,1
1683,2017,20,23,4,3,3,1,1703,17,99,1,46,8,8,10,1,1,4,6,1,2006,4,1
1684,2017,20,23,4,3,3,1,1703,17,99,1,17,2,2,4,1,2,4,54,5,2016,5,1
1685,2017,20,8,2,1,3,1,406,4,99,1,999,16,12,18,9,9,7,17,2,1997,3,3
1686,2017,21,7,2,1,3,2,501,5,99,1,31,5,5,7,1,1,5,23,99,9999,6,1
1687,2017,21,7,2,1,3,2,501,5,99,1,32,5,5,7,1,1,1,27,6,9999,6,1
1688,2017,21,9,2,1,3,2,901,9,99,1,37,6,6,8,1,1,9,999,7,2006,4,1
1689,2017,21,9,2,1,3,2,901,9,99,2,27,4,4,6,1,1,4,6,5,9999,6,1
1690,2017,21,15,3,2,3,2,1801,18,99,2,17,2,2,4,1,2,4,999,99,9999,6,1
1691,2017,21,15,3,2,3,2,1801,18,99,2,28,4,4,6,1,1,4,999,99,9999,6,1
1692,2017,21,12,3,2,3,2,1804,18,99,1,36,6,6,8,1,1,3,69,4,9999,6,2
1693,2017,22,18,4,3,3,3,101,1,18,1,26,4,4,6,1,1,4,20,5,2014,5,1
1694,2017,22,18,4,3,3,3,101,1,18,1,23,3,3,5,1,1,4,6,1,9999,6,1
1695,2017,22,9,2,1,3,3,101,1,17,1,50,9,9,11,1,1,3,56,11,1993,3,1
1696,2017,22,9,2,1,3,3,101,1,17,1,28,4,4,6,1,1,4,999,5,9999,6,1
1697,2017,22,8,2,1,3,3,109,1,99,1,23,3,3,5,1,1,4,27,3,9999,6,2
1698,2017,22,22,4,3,3,3,1203,12,99,1,34,5,5,7,1,1,1,999,2,9999,6,1
1699,2017,22,22,4,3,3,3,1203,12,99,1,30,5,5,7,1,1,2,69,8,1998,3,1
1700,2017,22,12,3,2,3,3,1801,18,99,1,43,7,7,9,1,1,6,19,14,2000,4,1
1701,2017,22,12,3,2,3,3,1801,18,99,1,43,7,7,9,1,1,4,18,5,9999,6,1
1702,2017,22,23,4,3,3,3,1001,10,99,1,22,3,3,5,2,1,4,6,3,9999,6,1
1703,2017,22,23,4,3,3,3,1001,10,99,1,54,9,9,11,1,1,3,31,4,1986,2,1
1704,2017,22,15,3,2,3,3,1320,13,99,1,31,5,5,7,1,1,4,27,99,9999,6,2
1705,2017,23,23,4,3,3,4,101,1,12,1,37,6,6,8,1,1,7,8,3,9999,6,2
1706,2017,23,9,2,1,3,4,501,5,99,1,57,10,10,12,1,1,4,27,9,2013,5,1
1707,2017,23,9,2,1,3,4,501,5,99,1,44,7,7,9,1,1,2,999,7,1991,3,1
1708,2017,23,11,2,1,3,4,506,5,99,1,36,6,6,8,1,1,5,28,2,9999,6,2
1709,2017,23,20,4,3,3,4,1801,18,99,1,51,9,9,11,1,1,1,999,99,9999,6,1
1710,2017,23,20,4,3,3,4,1801,18,99,1,34,5,5,7,1,1,4,999,99,9999,6,1
1711,2017,23,7,2,1,3,4,1419,14,99,1,27,4,4,6,1,1,3,69,2,2015,5,2
1712,2017,24,1,1,1,3,5,117,1,99,1,26,4,4,6,1,1,6,19,1,9999,6,1
1713,2017,24,1,1,1,3,5,117,1,99,1,51,9,9,11,2,1,2,52,4,9999,6,1
1714,2017,24,5,1,1,3,5,114,1,99,1,999,16,12,18,9,1,12,30,3,9999,6,3
1715,2017,24,9,2,1,3,5,101,1,6,1,35,6,6,8,9,1,4,999,99,9999,6,1
1716,2017,24,9,2,1,3,5,101,1,6,1,44,7,7,9,9,1,99,69,2,9999,6,1
1717,2017,24,18,4,3,3,5,2214,22,99,1,45,8,8,10,9,1,4,67,5,2016,5,1
1718,2017,24,18,4,3,3,5,2214,22,99,1,24,3,3,5,9,1,4,27,5,2016,5,1
1719,2017,24,16,3,2,3,5,1216,12,99,1,35,6,6,8,9,1,12,49,2,1983,2,1
1720,2017,24,16,3,2,3,5,1216,12,99,2,15,2,2,4,9,2,4,67,5,9999,6,1
1721,2017,24,7,2,1,3,5,1904,19,99,1,29,4,4,6,9,1,5,23,2,2002,4,2
1722,2017,24,7,2,1,3,5,107,1,99,1,40,7,7,9,9,1,4,999,99,9999,6,1
1723,2017,24,7,2,1,3,5,107,1,99,9,999,16,12,18,9,9,99,999,99,9999,6,1
1724,2017,24,3,1,1,3,5,1906,19,99,9,999,16,12,18,9,9,99,999,99,9999,6,1
1725,2017,24,3,1,1,3,5,1906,19,99,1,21,3,3,5,1,1,4,999,99,9999,6,1
1726,2017,24,6,2,1,3,5,1101,11,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
1727,2017,24,6,2,1,3,5,1101,11,99,1,54,9,9,11,1,1,4,999,6,9999,6,1
1728,2017,24,2,1,1,3,5,1107,11,99,9,999,16,12,18,9,9,99,999,99,9999,6,1
1729,2017,24,2,1,1,3,5,1107,11,99,1,22,3,3,5,9,1,18,999,99,9999,6,1
1730,2017,24,17,3,2,3,5,1904,19,99,1,28,4,4,6,9,1,4,999,99,9999,6,4
1731,2017,24,20,4,3,3,5,1305,13,99,1,48,8,8,10,9,1,5,50,2,9999,6,1
1732,2017,24,20,4,3,3,5,1305,13,99,1,19,2,2,4,9,1,4,6,1,2015,5,1
1733,2017,24,20,4,3,3,5,1601,16,99,1,29,4,4,6,9,1,1,69,5,1992,3,1
1734,2017,24,20,4,3,3,5,1601,16,99,1,40,7,7,9,9,1,2,48,4,9999,6,1
1735,2017,24,4,1,1,3,5,208,2,99,1,28,4,4,6,9,1,6,19,2,1995,3,1
1736,2017,24,4,1,1,3,5,208,2,99,1,34,5,5,7,9,1,9,52,2,9999,6,1
1737,2017,25,8,2,1,3,6,101,1,18,2,53,9,9,11,9,1,1,17,2,2000,4,1
1738,2017,25,8,2,1,3,6,101,1,18,1,22,3,3,5,9,1,4,6,5,9999,6,1
1739,2017,25,1,1,1,3,6,101,1,13,1,27,4,4,6,9,1,4,54,5,9999,6,4
1740,2017,25,3,1,1,3,6,101,1,5,1,34,5,5,7,9,1,4,67,4,2009,4,2
1741,2017,25,1,1,1,3,6,101,1,11,1,29,4,4,6,9,1,4,6,5,9999,6,2
1742,2017,25,21,4,3,3,6,109,1,99,1,28,4,4,6,9,1,4,999,5,9999,6,4
1743,2017,25,18,4,3,3,6,101,1,19,1,39,6,6,8,9,1,1,27,3,9999,6,1
1744,2017,25,18,4,3,3,6,101,1,19,1,28,4,4,6,9,1,18,999,7,9999,6,1
1745,2017,25,20,4,3,3,6,2204,22,99,1,38,6,6,8,9,1,4,999,99,9999,6,4
1746,2017,25,21,4,3,3,6,1902,19,99,1,52,9,9,11,9,1,3,48,5,9999,6,1
1747,2017,25,21,4,3,3,6,1902,19,99,1,26,4,4,6,9,1,1,27,11,9999,6,1
1748,2017,25,10,2,1,3,6,920,9,99,1,57,10,10,12,9,1,12,49,2,1996,3,1
1749,2017,25,10,2,1,3,6,920,9,99,1,24,3,3,5,9,1,1,69,11,9999,6,1
1750,2017,25,18,4,3,3,6,1319,13,99,1,35,6,6,8,9,1,1,48,5,9999,6,1
1751,2017,25,18,4,3,3,6,1319,13,99,1,20,3,3,5,9,1,4,18,1,9999,6,1
1752,2017,25,15,3,2,3,6,1801,18,99,1,33,5,5,7,9,1,9,69,2,2017,5,1
1753,2017,25,15,3,2,3,6,1801,18,99,1,19,2,2,4,9,1,4,27,5,9999,6,1
1754,2017,25,17,3,2,3,6,701,7,99,1,73,13,11,15,9,1,1,999,3,9999,6,1
1755,2017,25,17,3,2,3,6,701,7,99,1,30,5,5,7,9,1,11,999,2,9999,6,1
1756,2017,26,17,3,2,3,7,101,1,5,1,36,6,6,8,9,1,4,999,5,9999,6,1
1757,2017,26,17,3,2,3,7,101,1,5,1,36,6,6,8,9,1,1,48,11,9999,6,1
1758,2017,26,5,1,1,3,7,117,1,99,1,29,4,4,6,9,1,1,48,6,9999,6,4
1759,2017,26,21,4,3,3,7,2211,22,99,1,17,2,2,4,9,2,3,69,6,9999,6,1
1760,2017,26,14,3,2,3,7,2107,21,99,9,999,16,12,18,9,9,9,999,1,9999,6,3
1761,2017,26,16,3,2,3,7,509,5,99,9,999,16,12,18,9,9,3,69,4,9999,6,3
1762,2017,26,10,2,1,3,7,601,6,99,1,56,10,10,12,9,1,3,52,4,9999,6,1
1763,2017,26,10,2,1,3,7,601,6,99,1,73,13,11,15,9,1,4,8,99,9999,6,1
1764,2017,26,0,1,1,3,7,601,6,99,1,34,5,5,7,9,1,5,17,99,1990,3,1
1765,2017,26,0,1,1,3,7,601,6,99,1,16,2,2,4,9,2,2,69,99,1996,3,1
1766,2017,26,18,4,3,3,7,1010,10,99,1,39,6,6,8,9,1,12,17,7,2002,4,1
1767,2017,26,18,4,3,3,7,1010,10,99,1,32,5,5,7,9,1,4,67,5,9999,6,1
1768,2017,26,3,1,1,3,7,901,9,99,1,25,4,4,6,9,1,4,32,7,9999,6,2
1769,2017,26,15,3,2,3,7,1301,13,99,1,46,8,8,10,9,1,3,999,99,9999,6,3
1770,2017,26,21,4,3,3,7,1602,16,99,1,24,3,3,5,9,1,1,27,4,9999,6,1
1771,2017,26,21,4,3,3,7,1602,16,99,9,999,16,12,18,9,9,11,999,99,9999,6,1
1772,2017,26,8,2,1,3,7,1804,18,99,1,28,4,4,6,9,1,4,999,99,9999,6,1
1773,2017,26,8,2,1,3,7,1804,18,99,9,999,16,12,18,9,1,6,999,99,9999,6,1
1774,2017,26,15,3,2,3,7,1805,18,99,1,34,5,5,7,9,1,6,999,99,9999,6,1
1775,2017,26,15,3,2,3,7,1805,18,99,1,30,5,5,7,9,1,1,999,99,9999,6,1
1776,2017,26,0,1,1,3,7,312,3,99,2,21,3,3,5,9,1,99,999,99,9999,6,1
1777,2017,26,0,1,1,3,7,312,3,99,1,42,7,7,9,9,1,4,999,99,9999,6,1
1778,2017,27,23,4,3,3,1,101,1,5,1,999,16,12,18,9,1,4,6,99,9999,6,1
1779,2017,27,23,4,3,3,1,101,1,5,1,67,12,11,14,9,1,2,27,6,2000,4,1
1780,2017,27,2,1,1,3,1,101,1,12,1,22,3,3,5,2,1,4,3,4,9999,6,2
1781,2017,27,7,2,1,3,1,110,1,99,1,55,10,10,12,9,1,12,50,2,2005,4,1
1782,2017,27,7,2,1,3,1,110,1,99,1,25,4,4,6,9,1,12,30,6,1979,1,1
1783,2017,27,7,2,1,3,1,110,1,99,1,34,5,5,7,9,1,4,32,3,2007,4,1
1784,2017,27,15,3,2,3,1,109,1,99,1,24,3,3,5,1,1,5,30,9,1992,3,1
1785,2017,27,15,3,2,3,1,109,1,99,1,22,3,3,5,1,1,18,999,99,9999,6,1
1786,2017,27,20,4,3,3,1,2001,20,99,1,28,4,4,6,9,1,5,26,2,2008,4,1
1787,2017,27,20,4,3,3,1,2001,20,99,1,26,4,4,6,9,1,4,67,4,2016,5,1
1788,2017,27,21,4,3,3,1,507,5,99,1,30,5,5,7,9,1,4,999,5,9999,6,2
1789,2017,27,17,3,2,3,1,1420,14,99,1,999,16,12,18,1,1,4,999,5,9999,6,2
1790,2017,27,15,3,2,3,1,401,4,99,1,17,2,2,4,9,2,14,6,1,9999,6,1
1791,2017,27,15,3,2,3,1,401,4,99,1,999,16,12,18,9,1,4,999,99,9999,6,1
1792,2017,28,5,1,1,3,2,101,1,1,1,42,7,7,9,1,1,5,26,3,9999,6,1
1793,2017,28,5,1,1,3,2,101,1,1,1,38,6,6,8,1,1,1,48,99,9999,6,1
1794,2017,28,6,2,1,3,2,106,1,99,1,30,5,5,7,9,1,6,19,2,9999,6,1
1795,2017,28,6,2,1,3,2,106,1,99,1,21,3,3,5,9,1,4,67,2,9999,6,1
1796,2017,28,18,4,3,3,2,2207,22,99,1,27,4,4,6,1,1,99,27,4,9999,6,2
1797,2017,28,11,2,1,3,2,2001,20,99,1,24,3,3,5,1,1,14,999,99,9999,6,4
1798,2017,28,14,3,2,3,2,1901,19,99,1,54,9,9,11,1,1,3,69,2,1994,3,1
1799,2017,28,14,3,2,3,2,1901,19,99,1,32,5,5,7,1,1,4,27,5,9999,6,1
1800,2017,28,0,1,1,3,2,1010,10,99,1,43,7,7,9,1,1,6,19,6,9999,6,1
1801,2017,28,0,1,1,3,2,1010,10,99,1,29,4,4,6,1,1,4,18,2,9999,6,1
1802,2017,28,19,4,3,3,2,1502,15,99,1,47,8,8,10,1,1,3,52,6,2012,5,1
1803,2017,28,19,4,3,3,2,1502,15,99,1,29,4,4,6,1,1,4,6,5,9999,6,1
1804,2017,28,8,2,1,3,2,201,2,99,1,36,6,6,8,1,1,9,69,2,2009,4,1
1805,2017,28,8,2,1,3,2,201,2,99,2,56,10,10,12,1,1,2,69,10,2009,4,1
1806,2017,28,8,2,1,3,2,201,2,99,1,22,3,3,5,1,1,4,999,99,9999,6,1
1807,2017,28,7,2,1,3,2,1703,17,99,1,29,4,4,6,1,1,4,64,1,9999,6,1
1808,2017,28,7,2,1,3,2,1703,17,99,9,999,16,12,18,1,9,99,999,99,9999,6,1
1809,2017,28,1,1,1,3,2,1701,17,99,1,30,5,5,7,1,1,1,48,2,9999,6,1
1810,2017,28,1,1,1,3,2,1701,17,99,1,20,3,3,5,1,1,4,6,3,9999,6,1
1811,2017,28,12,3,2,3,2,301,3,99,1,19,2,2,4,1,1,1,69,2,9999,6,3
