,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_fall_les,edad_fall_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc,fall_les,zona_ocu,year,marca_vehi,muni_ocu
3153,2339,26,4,7,19,20,2,1,25,6,1,9,6,2004,1,2,99,2009,99,-1
3154,5728,29,10,4,20,9,1,1,25,6,1,1,9,1992,2,2,99,2009,99,-1
3155,6219,5,12,6,20,3,2,1,25,6,1,3,4,1994,1,2,99,2009,99,-1
3156,4720,23,8,7,20,1,1,1,25,6,1,3,9,9999,1,2,99,2009,99,-1
3157,4127,16,8,7,20,11,2,1,25,6,1,4,5,2007,4,2,99,2009,99,-1
3158,4620,16,8,7,20,11,2,1,25,6,1,4,5,2007,4,2,99,2009,99,-1
3159,3762,26,7,7,20,1,2,1,25,6,1,4,3,2005,1,2,99,2009,99,-1
3160,3763,26,7,7,20,1,2,1,25,6,1,4,3,2005,1,2,99,2009,99,-1
3161,1858,7,4,2,20,22,2,1,25,6,1,5,2,9999,3,2,99,2009,99,-1
3162,6779,31,12,4,20,16,2,1,25,6,1,5,99,9999,3,2,99,2009,99,-1
3163,5564,17,10,6,21,1,2,1,25,6,1,1,6,1997,1,2,99,2009,99,-1
3164,3102,14,6,7,21,2,2,1,25,6,1,2,2,9999,1,2,99,2009,99,-1
3165,6128,28,11,6,21,13,2,1,25,6,1,4,99,9999,1,2,99,2009,99,-1
3166,2826,26,5,2,21,2,2,1,25,6,1,5,99,9999,4,2,99,2009,99,-1
3167,2892,1,5,1,22,16,2,1,25,6,1,4,99,9999,1,2,99,2009,99,-1
3168,3254,20,6,6,22,4,2,1,25,6,1,7,2,9999,1,2,99,2009,99,-1
3169,840,12,2,4,22,5,2,1,25,6,1,9,99,9999,1,2,99,2009,99,-1
3170,1095,23,2,1,22,3,2,1,25,6,1,10,1,9999,2,2,99,2009,99,-1
3171,328,17,1,6,23,19,2,1,25,6,1,1,2,2000,1,2,99,2009,99,-1
3172,3729,24,7,5,23,6,1,1,25,6,1,1,6,1993,1,2,99,2009,99,-1
3173,6505,18,12,5,23,1,1,1,25,6,1,1,99,9999,1,2,99,2009,99,-1
3174,826,12,2,4,23,13,2,1,25,6,1,3,99,9999,2,2,99,2009,99,-1
3175,6208,4,12,5,23,18,2,1,25,6,1,4,1,9999,1,2,99,2009,99,-1
3176,4730,23,8,7,23,17,2,1,25,6,1,4,3,9999,1,2,99,2009,99,-1
3177,510,28,1,3,23,19,2,1,25,6,1,4,99,9999,1,2,99,2009,99,-1
3178,6252,7,12,1,23,1,1,1,25,6,1,12,99,1996,1,2,99,2009,99,-1
3179,103,5,1,1,23,10,2,1,25,6,1,14,1,9999,1,2,99,2009,99,-1
3180,2572,11,5,1,23,12,2,1,25,6,1,99,1,9999,2,2,99,2009,99,-1
3181,4937,8,9,2,0,6,2,2,25,6,1,1,1,2004,1,2,99,2009,99,-1
3182,3231,20,6,6,0,20,2,2,25,6,1,1,3,1995,1,2,99,2009,99,-1
3183,3016,11,6,4,1,1,1,2,25,6,1,3,11,2005,1,2,99,2009,99,-1
3184,2204,19,4,7,2,16,1,2,25,6,1,1,2,2005,2,2,99,2009,99,-1
3185,5621,21,10,3,3,1,1,2,25,6,1,1,99,2005,2,2,99,2009,99,-1
3186,192,11,1,7,4,4,2,2,25,6,1,4,99,9999,1,2,99,2009,99,-1
3187,2141,17,4,5,5,21,2,2,25,6,1,3,4,2008,3,2,99,2009,99,-1
3188,6329,13,12,7,6,10,2,2,25,6,1,3,4,1989,2,2,99,2009,99,-1
3189,513,28,1,3,6,9,1,2,25,6,1,5,2,1998,1,2,99,2009,99,-1
3190,2188,19,4,7,6,1,1,2,25,6,1,5,2,2006,1,2,99,2009,99,-1
3191,2008,11,4,6,6,22,2,2,25,6,1,7,1,9999,3,2,99,2009,99,-1
3192,479,26,1,1,7,8,2,2,25,6,1,3,6,9999,1,2,99,2009,99,-1
3193,3185,18,6,4,7,8,2,2,25,6,1,7,6,1995,1,2,99,2009,99,-1
3194,1003,21,2,6,7,1,2,2,25,6,1,7,99,9999,1,2,99,2009,99,-1
3195,3806,28,7,2,8,12,2,2,25,6,1,3,2,9999,1,2,99,2009,99,-1
3196,2457,3,5,7,8,13,1,2,25,6,1,3,4,1994,1,2,99,2009,99,-1
3197,5078,18,9,5,8,10,2,2,25,6,1,7,7,2009,3,2,99,2009,99,-1
3198,246,13,1,2,8,21,2,2,25,6,1,9,99,9999,3,2,99,2009,99,-1
3199,6370,15,12,2,8,7,2,2,25,6,1,9,2,9999,1,2,99,2009,99,-1
3200,2211,19,4,7,9,7,2,2,25,6,1,1,6,1993,1,2,99,2009,99,-1
3201,6042,23,11,1,9,3,2,2,25,6,1,7,7,9999,2,2,99,2009,99,-1
3202,5474,13,10,2,9,22,2,2,25,6,1,9,1,2005,1,2,99,2009,99,-1
3203,1957,11,4,6,10,10,2,2,25,6,1,3,3,9999,2,2,99,2009,99,-1
3204,3006,9,6,2,10,14,1,2,25,6,1,10,1,2006,1,2,99,2009,99,-1
3205,6303,11,12,5,10,11,2,2,25,6,1,10,99,9999,1,2,99,2009,99,-1
3206,1652,25,3,3,11,12,2,2,25,6,1,4,99,9999,1,2,99,2009,99,-1
3207,2748,22,5,5,11,16,2,2,25,6,1,9,3,9999,4,2,99,2009,99,-1
3208,4166,19,8,3,12,1,1,2,25,6,1,1,2,9999,1,2,99,2009,99,-1
3209,4659,19,8,3,12,1,1,2,25,6,1,1,2,9999,1,2,99,2009,99,-1
3210,365,18,1,7,12,3,2,2,25,6,1,3,2,1986,3,2,99,2009,99,-1
3211,5419,10,10,6,12,14,2,2,25,6,1,4,1,2004,1,2,99,2009,99,-1
3212,3295,23,6,2,12,7,2,2,25,6,1,5,2,2002,1,2,99,2009,99,-1
3213,1183,1,3,7,13,1,2,2,25,6,1,1,4,9999,1,2,99,2009,99,-1
3214,1606,22,3,7,13,9,1,2,25,6,1,1,6,1995,1,2,99,2009,99,-1
3215,3225,19,6,5,13,12,2,2,25,6,1,3,5,1994,4,2,99,2009,99,-1
3216,6750,30,12,3,13,11,2,2,25,6,1,3,9,9999,1,2,99,2009,99,-1
3217,987,21,2,6,13,9,2,2,25,6,1,4,7,9999,1,2,99,2009,99,-1
3218,6003,22,11,7,14,10,1,2,25,6,1,4,1,2006,1,2,99,2009,99,-1
3219,5981,21,11,6,15,21,1,2,25,6,1,4,1,9999,1,2,99,2009,99,-1
3220,5418,10,10,6,15,17,2,2,25,6,1,9,99,9999,3,2,99,2009,99,-1
3221,3272,22,6,1,16,16,2,2,25,6,1,3,11,1984,3,2,99,2009,99,-1
3222,2496,5,5,2,16,12,2,2,25,6,1,3,5,1989,1,2,99,2009,99,-1
3223,6139,29,11,7,16,1,2,2,25,6,1,4,99,2007,1,2,99,2009,99,-1
3224,3631,16,7,4,16,14,2,2,25,6,1,5,6,9999,3,2,99,2009,99,-1
3225,2788,24,5,7,16,12,2,2,25,6,1,9,2,2000,1,2,99,2009,99,-1
3226,1211,2,3,1,17,1,1,2,25,6,1,1,99,9999,1,2,99,2009,99,-1
3227,1537,17,3,2,17,10,2,2,25,6,1,3,5,9999,3,2,99,2009,99,-1
3228,1592,21,3,6,17,1,1,2,25,6,1,4,3,2006,1,2,99,2009,99,-1
3229,4920,6,9,7,17,18,2,2,25,6,1,9,2,2001,2,2,99,2009,99,-1
3230,1479,15,3,7,17,1,1,2,25,6,1,12,9,9999,2,2,99,2009,99,-1
3231,4194,20,8,4,18,12,2,2,25,6,1,1,2,9999,1,2,99,2009,99,-1
3232,4688,20,8,4,18,12,2,2,25,6,1,1,2,9999,1,2,99,2009,99,-1
3233,980,21,2,6,18,19,2,2,25,6,1,4,99,9999,1,2,99,2009,99,-1
3234,1586,20,3,5,18,16,2,2,25,6,1,9,2,2008,1,2,99,2009,99,-1
3235,1588,20,3,5,18,2,2,2,25,6,1,10,1,2008,1,2,99,2009,99,-1
3236,5020,14,9,1,19,13,1,2,25,6,1,1,3,1992,1,2,99,2009,99,-1
3237,92,4,1,7,19,18,2,2,25,6,1,2,99,9999,1,2,99,2009,99,-1
3238,5376,6,10,2,19,1,1,2,25,6,1,4,3,2008,1,2,99,2009,99,-1
3239,2267,21,4,2,19,3,1,2,25,6,1,4,4,2007,1,2,99,2009,99,-1
3240,5834,5,11,4,19,17,2,2,25,6,1,4,5,9999,1,2,99,2009,99,-1
3241,6385,15,12,2,19,8,2,2,25,6,1,7,3,9999,3,2,99,2009,99,-1
3242,6552,20,12,7,19,11,2,2,25,6,1,14,1,2008,1,2,99,2009,99,-1
3243,3901,2,8,7,20,19,2,2,25,6,1,3,99,9999,1,2,99,2009,99,-1
3244,4258,2,8,7,20,19,2,2,25,6,1,3,99,9999,1,2,99,2009,99,-1
3245,4394,2,8,7,20,19,2,2,25,6,1,3,99,9999,1,2,99,2009,99,-1
3246,2208,19,4,7,20,17,2,2,25,6,1,4,1,9999,1,2,99,2009,99,-1
3247,2657,17,5,7,20,9,1,2,25,6,1,4,3,2008,1,2,99,2009,99,-1
3248,4163,18,8,2,20,17,1,2,25,6,1,4,99,9999,1,2,99,2009,99,-1
3249,4656,18,8,2,20,17,1,2,25,6,1,4,99,9999,1,2,99,2009,99,-1
3250,1564,19,3,4,21,9,1,2,25,6,1,4,3,2006,1,2,99,2009,99,-1
3251,5607,19,10,1,22,20,2,2,25,6,1,4,4,2002,1,2,99,2009,99,-1
3252,3244,20,6,6,22,4,2,2,25,6,1,7,2,9999,1,2,99,2009,99,-1
3253,3986,7,8,5,22,6,2,2,25,6,1,9,1,9999,1,2,99,2009,99,-1
3254,3987,7,8,5,22,6,2,2,25,6,1,9,1,9999,1,2,99,2009,99,-1
3255,4479,7,8,5,22,6,2,2,25,6,1,9,1,9999,1,2,99,2009,99,-1
3256,4480,7,8,5,22,6,2,2,25,6,1,9,1,9999,1,2,99,2009,99,-1
3257,3693,21,7,2,23,1,1,2,25,6,1,1,2,9999,1,2,99,2009,99,-1
3258,723,7,2,6,999,1,2,1,26,6,1,4,5,2008,1,2,99,2009,99,-1
3259,3773,27,7,1,0,10,2,1,26,6,1,1,2,1991,3,2,99,2009,99,-1
3260,1765,2,4,4,0,1,1,1,26,6,1,1,2,9999,1,2,99,2009,99,-1
3261,1767,2,4,4,0,1,1,1,26,6,1,1,2,9999,1,2,99,2009,99,-1
3262,1683,27,3,5,0,1,1,1,26,6,1,1,3,9999,1,2,99,2009,99,-1
3263,58,2,1,5,0,22,2,1,26,6,1,1,5,2003,1,2,99,2009,99,-1
3264,2229,20,4,1,0,12,2,1,26,6,1,1,99,9999,1,2,99,2009,99,-1
3265,955,19,2,4,0,14,2,1,26,6,1,3,5,1987,3,2,99,2009,99,-1
3266,594,1,2,7,0,18,2,1,26,6,1,3,3,2006,1,2,99,2009,99,-1
3267,2374,30,4,4,0,10,2,1,26,6,1,4,1,2007,1,2,99,2009,99,-1
3268,5889,9,11,1,0,1,2,1,26,6,1,4,5,2008,1,2,99,2009,99,-1
3269,5301,1,10,4,0,18,2,1,26,6,1,7,2,1999,1,2,99,2009,99,-1
3270,2634,16,5,6,1,1,1,1,26,6,1,1,1,9999,2,2,99,2009,99,-1
3271,3327,27,6,6,1,1,1,1,26,6,1,1,99,9999,2,2,99,2009,99,-1
3272,1028,21,2,6,1,1,1,1,26,6,1,4,99,9999,2,2,99,2009,99,-1
3273,6156,30,11,1,1,1,2,1,26,6,1,8,3,9999,4,2,99,2009,99,-1
3274,5211,27,9,7,2,1,1,1,26,6,1,1,4,2006,2,2,99,2009,99,-1
3275,6327,13,12,7,2,19,2,1,26,6,1,1,99,2003,2,2,99,2009,99,-1
3276,342,18,1,7,2,1,1,1,26,6,1,4,5,2006,2,2,99,2009,99,-1
3277,3821,30,7,4,3,1,1,1,26,6,1,1,6,1995,2,2,99,2009,99,-1
3278,6141,29,11,7,3,5,2,1,26,6,1,2,99,2008,1,2,99,2009,99,-1
3279,6683,27,12,7,3,9,1,1,26,6,1,3,6,9999,1,2,99,2009,99,-1
3280,4703,22,8,6,3,1,1,1,26,6,1,4,99,9999,2,2,99,2009,99,-1
3281,3347,28,6,7,3,9,1,1,26,6,1,4,7,9999,1,2,99,2009,99,-1
3282,3054,11,6,4,3,13,2,1,26,6,1,7,99,9999,2,2,99,2009,99,-1
3283,6543,19,12,6,4,4,2,1,26,6,1,1,8,9999,2,2,99,2009,99,-1
3284,465,25,1,7,4,1,1,1,26,6,1,3,99,9999,2,2,99,2009,99,-1
3285,2830,27,5,3,5,9,1,1,26,6,1,1,4,1990,2,2,99,2009,99,-1
3286,185,11,1,7,5,17,2,1,26,6,1,3,9,9999,3,2,99,2009,99,-1
3287,6227,6,12,7,5,1,2,1,26,6,1,4,5,9999,1,2,99,2009,99,-1
3288,6438,16,12,3,5,1,1,1,26,6,1,5,99,9999,3,2,99,2009,99,-1
3289,6441,16,12,3,5,1,1,1,26,6,1,5,99,9999,3,2,99,2009,99,-1
3290,3392,2,7,4,6,1,1,1,26,6,1,1,1,9999,1,2,99,2009,99,-1
3291,1616,23,3,1,6,1,1,1,26,6,1,2,4,2007,1,2,99,2009,99,-1
3292,3979,6,8,4,6,4,2,1,26,6,1,3,2,1994,2,2,99,2009,99,-1
3293,4336,6,8,4,6,4,2,1,26,6,1,3,2,1994,2,2,99,2009,99,-1
3294,4472,6,8,4,6,4,2,1,26,6,1,3,2,1994,2,2,99,2009,99,-1
3295,4725,23,8,7,6,19,2,1,26,6,1,6,2,1996,1,2,99,2009,99,-1
3296,6260,8,12,2,6,10,2,1,26,6,1,12,7,1991,1,2,99,2009,99,-1
3297,6699,28,12,1,7,13,2,1,26,6,1,3,11,1988,3,2,99,2009,99,-1
3298,3875,2,8,7,7,19,2,1,26,6,1,5,1,9999,1,2,99,2009,99,-1
3299,4232,2,8,7,7,19,2,1,26,6,1,5,1,9999,1,2,99,2009,99,-1
3300,4368,2,8,7,7,19,2,1,26,6,1,5,1,9999,1,2,99,2009,99,-1
3301,3184,18,6,4,7,8,2,1,26,6,1,7,6,1995,1,2,99,2009,99,-1
3302,6500,18,12,5,8,1,1,1,26,6,1,1,2,9999,1,2,99,2009,99,-1
3303,2439,3,5,7,8,1,2,1,26,6,1,3,9,9999,3,2,99,2009,99,-1
3304,3803,28,7,2,8,12,2,1,26,6,1,3,2,9999,1,2,99,2009,99,-1
3305,1756,1,4,3,8,1,1,1,26,6,1,4,1,9999,4,2,99,2009,99,-1
3306,2534,8,5,5,8,21,1,1,26,6,1,4,1,9999,1,2,99,2009,99,-1
3307,2674,17,5,7,8,14,2,1,26,6,1,5,99,9999,2,2,99,2009,99,-1
3308,3718,23,7,4,9,1,1,1,26,6,1,1,9,1991,1,2,99,2009,99,-1
3309,5878,8,11,7,9,14,2,1,26,6,1,3,2,9999,4,2,99,2009,99,-1
3310,2128,16,4,4,9,1,1,1,26,6,1,3,2,9999,3,2,99,2009,99,-1
3311,2360,28,4,2,9,1,1,1,26,6,1,4,99,9999,1,2,99,2009,99,-1
3312,5169,24,9,4,9,3,2,1,26,6,1,7,99,9999,1,2,99,2009,99,-1
3313,5170,24,9,4,9,3,2,1,26,6,1,7,99,9999,1,2,99,2009,99,-1
3314,789,10,2,2,10,10,2,1,26,6,1,3,2,9999,1,2,99,2009,99,-1
3315,1665,26,3,4,10,1,1,1,26,6,1,3,5,9999,1,2,99,2009,99,-1
3316,1666,26,3,4,10,1,1,1,26,6,1,3,5,9999,1,2,99,2009,99,-1
3317,1668,26,3,4,10,1,1,1,26,6,1,3,5,9999,1,2,99,2009,99,-1
3318,5895,11,11,3,10,9,2,1,26,6,1,4,1,9999,1,2,99,2009,99,-1
3319,619,3,2,2,10,1,1,1,26,6,1,4,4,2007,1,2,99,2009,99,-1
3320,2264,21,4,2,10,1,1,1,26,6,1,7,7,1986,2,2,99,2009,99,-1
3321,3413,3,7,5,11,17,2,1,26,6,1,3,99,9999,4,2,99,2009,99,-1
3322,6558,20,12,7,11,17,2,1,26,6,1,4,99,9999,4,2,99,2009,99,-1
3323,3624,16,7,4,12,12,2,1,26,6,1,3,16,1997,4,2,99,2009,99,-1
3324,1578,20,3,5,12,12,1,1,26,6,1,3,99,9999,2,2,99,2009,99,-1
3325,3449,5,7,7,12,11,1,1,26,6,1,4,1,9999,1,2,99,2009,99,-1
3326,324,17,1,6,12,22,2,1,26,6,1,4,5,1997,1,2,99,2009,99,-1
3327,5291,1,10,4,12,21,2,1,26,6,1,4,7,9999,1,2,99,2009,99,-1
3328,5522,16,10,5,12,14,2,1,26,6,1,5,2,1995,3,2,99,2009,99,-1
3329,5677,23,10,5,12,7,2,1,26,6,1,9,1,9999,1,2,99,2009,99,-1
3330,4728,23,8,7,13,16,2,1,26,6,1,1,6,2004,1,2,99,2009,99,-1
3331,5117,20,9,7,13,12,2,1,26,6,1,3,11,9999,4,2,99,2009,99,-1
3332,4922,6,9,7,13,22,2,1,26,6,1,3,6,1987,3,2,99,2009,99,-1
3333,5605,1,10,1,13,1,1,1,26,6,1,4,6,9999,1,2,99,2009,99,-1
3334,3405,3,7,5,14,10,2,1,26,6,1,1,3,9999,2,2,99,2009,99,-1
3335,2120,14,4,2,14,15,2,1,26,6,1,3,2,9999,3,2,99,2009,99,-1
3336,2052,11,4,6,14,3,2,1,26,6,1,4,1,1990,1,2,99,2009,99,-1
3337,6510,19,12,6,14,1,2,1,26,6,1,7,2,1983,4,2,99,2009,99,-1
3338,2160,18,4,6,15,20,2,1,26,6,1,3,99,2000,3,2,99,2009,99,-1
3339,1215,2,3,1,15,14,2,1,26,6,1,3,3,9999,1,2,99,2009,99,-1
3340,878,14,2,6,15,8,2,1,26,6,1,3,6,1992,1,2,99,2009,99,-1
3341,5734,29,10,4,15,1,1,1,26,6,1,4,1,9999,1,2,99,2009,99,-1
3342,5013,13,9,7,15,14,2,1,26,6,1,4,2,2002,1,2,99,2009,99,-1
3343,2828,26,5,2,15,14,2,1,26,6,1,4,3,9999,1,2,99,2009,99,-1
3344,6608,23,12,3,15,1,2,1,26,6,1,4,7,1998,1,2,99,2009,99,-1
3345,5017,13,9,7,15,16,2,1,26,6,1,5,2,9999,3,2,99,2009,99,-1
3346,3469,6,7,1,16,14,2,1,26,6,1,3,99,9999,1,2,99,2009,99,-1
3347,6638,24,12,4,16,17,2,1,26,6,1,4,99,9999,2,2,99,2009,99,-1
3348,337,17,1,6,16,2,2,1,26,6,1,5,2,1993,1,2,99,2009,99,-1
3349,4814,28,8,5,16,3,2,1,26,6,1,5,7,1996,1,2,99,2009,99,-1
3350,6726,28,12,1,16,1,2,1,26,6,1,7,7,9999,3,2,99,2009,99,-1
3351,5114,20,9,7,17,12,2,1,26,6,1,1,99,9999,1,2,99,2009,99,-1
3352,1520,17,3,2,17,10,2,1,26,6,1,3,5,9999,3,2,99,2009,99,-1
3353,4141,17,8,1,17,9,1,1,26,6,1,3,3,9999,2,2,99,2009,99,-1
3354,4634,17,8,1,17,9,1,1,26,6,1,3,3,9999,2,2,99,2009,99,-1
3355,1227,2,3,1,17,13,2,1,26,6,1,3,9,9999,2,2,99,2009,99,-1
3356,51,1,1,4,17,9,2,1,26,6,1,3,1,9999,1,2,99,2009,99,-1
3357,855,13,2,5,17,11,1,1,26,6,1,4,1,2006,1,2,99,2009,99,-1
3358,2146,18,4,6,17,1,1,1,26,6,1,4,1,2007,1,2,99,2009,99,-1
3359,2108,13,4,1,17,18,1,1,26,6,1,4,6,2009,1,2,99,2009,99,-1
3360,6600,22,12,2,17,9,2,1,26,6,1,7,1,1984,2,2,99,2009,99,-1
3361,3204,19,6,5,17,12,2,1,26,6,1,9,4,9999,2,2,99,2009,99,-1
3362,1126,26,2,4,18,4,2,1,26,6,1,3,3,9999,3,2,99,2009,99,-1
3363,1127,26,2,4,18,4,2,1,26,6,1,3,3,9999,3,2,99,2009,99,-1
3364,6282,9,12,3,18,9,2,1,26,6,1,3,2,1986,1,2,99,2009,99,-1
3365,779,9,2,1,18,11,2,1,26,6,1,4,3,9999,2,2,99,2009,99,-1
3366,3466,6,7,1,18,5,1,1,26,6,1,4,3,9999,2,2,99,2009,99,-1
3367,2860,30,5,6,18,9,1,1,26,6,1,4,1,2008,1,2,99,2009,99,-1
3368,6774,31,12,4,18,11,2,1,26,6,1,4,4,9999,1,2,99,2009,99,-1
3369,2599,12,5,2,18,16,1,1,26,6,1,4,5,9999,1,2,99,2009,99,-1
3370,4836,31,8,1,18,1,1,1,26,6,1,4,5,9999,1,2,99,2009,99,-1
3371,4708,22,8,6,19,1,1,1,26,6,1,1,4,2005,3,2,99,2009,99,-1
3372,4976,11,9,5,19,17,2,1,26,6,1,1,1,9999,1,2,99,2009,99,-1
3373,1398,12,3,4,19,1,1,1,26,6,1,1,4,9999,1,2,99,2009,99,-1
3374,2269,23,4,4,19,9,1,1,26,6,1,4,5,2008,1,2,99,2009,99,-1
3375,3265,22,6,1,19,1,1,1,26,6,1,7,7,9999,3,2,99,2009,99,-1
3376,6705,28,12,1,19,14,2,1,26,6,1,9,3,9999,1,2,99,2009,99,-1
3377,6711,28,12,1,19,14,2,1,26,6,1,9,3,9999,1,2,99,2009,99,-1
3378,6712,28,12,1,19,14,2,1,26,6,1,9,3,9999,1,2,99,2009,99,-1
3379,4717,22,8,6,20,2,2,1,26,6,1,1,11,9999,1,2,99,2009,99,-1
3380,1694,28,3,6,20,19,1,1,26,6,1,4,99,9999,4,2,99,2009,99,-1
3381,2144,17,4,5,20,1,1,1,26,6,1,4,1,9999,1,2,99,2009,99,-1
3382,5041,15,9,2,20,18,1,1,26,6,1,4,5,2008,1,2,99,2009,99,-1
3383,3701,21,7,2,20,18,2,1,26,6,1,6,99,9999,1,2,99,2009,99,-1
3384,875,14,2,6,20,9,1,1,26,6,1,9,2,1986,1,2,99,2009,99,-1
3385,167,10,1,6,21,1,1,1,26,6,1,1,1,9999,1,2,99,2009,99,-1
3386,129,8,1,4,21,10,2,1,26,6,1,3,4,9999,2,2,99,2009,99,-1
3387,3279,23,6,2,21,1,1,1,26,6,1,3,11,2002,1,2,99,2009,99,-1
3388,5348,4,10,7,21,4,2,1,26,6,1,4,99,9999,4,2,99,2009,99,-1
3389,4755,24,8,1,21,13,1,1,26,6,1,4,1,9999,1,2,99,2009,99,-1
3390,3719,23,7,4,21,1,1,1,26,6,1,4,3,9999,1,2,99,2009,99,-1
3391,4021,8,8,6,21,5,2,1,26,6,1,12,99,9999,1,2,99,2009,99,-1
3392,4514,8,8,6,21,5,2,1,26,6,1,12,99,9999,1,2,99,2009,99,-1
3393,2104,13,4,1,22,13,2,1,26,6,1,1,1,9999,3,2,99,2009,99,-1
3394,2223,20,4,1,22,1,1,1,26,6,1,1,2,2001,1,2,99,2009,99,-1
3395,5290,1,10,4,22,22,2,1,26,6,1,2,3,9999,1,2,99,2009,99,-1
3396,2768,23,5,6,22,18,2,1,26,6,1,3,1,9999,3,2,99,2009,99,-1
3397,5530,17,10,6,22,19,2,1,26,6,1,3,2,9999,1,2,99,2009,99,-1
3398,748,7,2,6,22,1,1,1,26,6,1,3,5,1999,1,2,99,2009,99,-1
3399,749,7,2,6,22,1,1,1,26,6,1,3,5,1999,1,2,99,2009,99,-1
3400,3382,30,6,2,22,4,1,1,26,6,1,4,1,9999,4,2,99,2009,99,-1
3401,2091,12,4,7,22,17,2,1,26,6,1,4,99,9999,2,2,99,2009,99,-1
3402,3999,7,8,5,22,10,2,1,26,6,1,5,99,9999,1,2,99,2009,99,-1
3403,4492,7,8,5,22,10,2,1,26,6,1,5,99,9999,1,2,99,2009,99,-1
3404,3246,20,6,6,22,4,2,1,26,6,1,7,2,9999,1,2,99,2009,99,-1
3405,4798,27,8,4,22,18,2,1,26,6,1,11,2,2007,1,2,99,2009,99,-1
3406,5658,23,10,5,0,1,1,2,26,6,1,1,99,9999,2,2,99,2009,99,-1
3407,5787,1,11,7,0,3,2,2,26,6,1,1,4,2002,1,2,99,2009,99,-1
3408,602,1,2,7,0,12,2,2,26,6,1,4,99,9999,1,2,99,2009,99,-1
3409,5306,1,10,4,0,18,2,2,26,6,1,7,2,1999,1,2,99,2009,99,-1
3410,2975,7,6,7,0,1,1,2,26,6,1,10,7,2006,1,2,99,2009,99,-1
3411,5620,21,10,3,3,1,1,2,26,6,1,1,99,2005,2,2,99,2009,99,-1
3412,2053,11,4,6,6,9,2,2,26,6,1,2,5,2000,3,2,99,2009,99,-1
3413,2013,11,4,6,6,22,2,2,26,6,1,7,1,9999,3,2,99,2009,99,-1
3414,109,6,1,2,7,6,2,2,26,6,1,3,1,1990,4,2,99,2009,99,-1
3415,5182,24,9,4,8,1,2,2,26,6,1,1,4,1989,1,2,99,2009,99,-1
3416,5897,12,11,4,8,1,1,2,26,6,1,1,99,9999,1,2,99,2009,99,-1
3417,6765,31,12,4,8,20,2,2,26,6,1,3,99,9999,3,2,99,2009,99,-1
3418,6367,15,12,2,8,7,2,2,26,6,1,9,2,9999,1,2,99,2009,99,-1
3419,5236,28,9,1,8,13,2,2,26,6,1,9,3,2006,1,2,99,2009,99,-1
3420,3145,16,6,2,9,14,2,2,26,6,1,7,99,9999,3,2,99,2009,99,-1
3421,6033,23,11,1,9,3,2,2,26,6,1,7,7,9999,2,2,99,2009,99,-1
3422,3954,6,8,4,9,1,1,2,26,6,1,7,6,1986,1,2,99,2009,99,-1
3423,4311,6,8,4,9,1,1,2,26,6,1,7,6,1986,1,2,99,2009,99,-1
3424,4447,6,8,4,9,1,1,2,26,6,1,7,6,1986,1,2,99,2009,99,-1
3425,5888,8,11,7,10,20,1,2,26,6,1,4,1,2004,1,2,99,2009,99,-1
3426,3404,3,7,5,11,6,2,2,26,6,1,1,99,9999,2,2,99,2009,99,-1
3427,2746,22,5,5,11,16,2,2,26,6,1,9,3,9999,4,2,99,2009,99,-1
3428,3620,16,7,4,12,12,2,2,26,6,1,3,16,1997,4,2,99,2009,99,-1
3429,3651,17,7,5,12,12,2,2,26,6,1,3,16,1997,4,2,99,2009,99,-1
3430,3653,17,7,5,12,12,2,2,26,6,1,3,16,1997,4,2,99,2009,99,-1
3431,1579,20,3,5,12,12,1,2,26,6,1,3,99,9999,2,2,99,2009,99,-1
3432,3826,30,7,4,12,1,1,2,26,6,1,12,1,9999,2,2,99,2009,99,-1
3433,2528,7,5,4,13,19,2,2,26,6,1,3,11,2009,1,2,99,2009,99,-1
3434,197,12,1,1,13,1,1,2,26,6,1,4,5,2009,1,2,99,2009,99,-1
3435,1559,19,3,4,13,6,2,2,26,6,1,14,99,9999,1,2,99,2009,99,-1
3436,3406,3,7,5,14,10,2,2,26,6,1,1,3,9999,2,2,99,2009,99,-1
3437,3715,22,7,3,14,4,2,2,26,6,1,3,3,9999,3,2,99,2009,99,-1
3438,6324,13,12,7,14,22,2,2,26,6,1,3,4,9999,2,2,99,2009,99,-1
3439,1060,22,2,7,14,9,1,2,26,6,1,3,5,9999,2,2,99,2009,99,-1
3440,6531,19,12,6,14,1,2,2,26,6,1,7,2,1983,4,2,99,2009,99,-1
3441,6469,17,12,4,14,1,2,2,26,6,1,7,2,9999,1,2,99,2009,99,-1
3442,42,1,1,4,15,4,2,2,26,6,1,1,2,1995,1,2,99,2009,99,-1
3443,4907,5,9,6,15,18,2,2,26,6,1,1,2,1995,1,2,99,2009,99,-1
3444,4011,7,8,5,15,17,2,2,26,6,1,2,6,9999,1,2,99,2009,99,-1
3445,4504,7,8,5,15,17,2,2,26,6,1,2,6,9999,1,2,99,2009,99,-1
3446,3964,6,8,4,15,2,2,2,26,6,1,7,2,1993,1,2,99,2009,99,-1
3447,4321,6,8,4,15,2,2,2,26,6,1,7,2,1993,1,2,99,2009,99,-1
