num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,color_vehi,causa_acc
400,15,2,3,0,16,1604,2,99,1,41,7,1,9,3,2,1
401,15,2,3,0,18,1801,1,99,1,33,5,1,9,3,5,1
402,15,2,3,10,1,101,1,13,1,45,8,1,9,1,2,1
403,15,2,3,22,1,101,1,9,2,22,3,1,1,2,9,1
404,15,2,3,9,1,101,1,10,1,37,6,1,9,5,1,1
405,15,2,3,14,1,114,2,99,1,39,6,1,9,5,2,1
406,15,2,3,23,3,301,2,99,1,17,2,2,2,1,2,1
407,16,2,4,2,1,101,1,9,1,22,3,1,2,4,4,2
408,16,2,4,6,1,101,1,9,1,34,5,1,9,7,3,1
409,16,2,4,15,1,101,1,12,1,41,7,1,9,5,2,1
410,16,2,4,23,1,116,2,99,1,28,4,1,2,1,14,1
411,16,2,4,9,21,2106,2,99,1,67,10,1,1,2,4,1
412,16,2,4,14,19,1905,2,99,1,34,5,1,9,3,5,1
413,16,2,4,17,5,504,2,99,1,24,3,1,2,3,2,2
414,16,2,4,22,10,1001,2,99,1,47,8,1,9,6,2,1
415,16,2,4,14,17,1710,2,99,1,26,4,1,9,5,14,4
416,17,2,5,20,1,101,1,1,1,51,9,1,1,1,4,1
417,17,2,5,10,1,101,1,18,1,43,7,1,1,11,2,1
418,17,2,5,15,1,108,1,1,1,37,6,1,9,6,2,1
419,17,2,5,18,22,2212,2,99,1,19,2,1,1,14,99,1
420,17,2,5,7,9,920,2,99,1,27,4,1,1,7,99,3
421,17,2,5,13,16,1608,2,99,1,43,7,1,1,3,9,4
422,17,2,5,22,14,1412,2,99,1,18,2,1,2,4,99,2
423,17,2,5,0,4,401,2,99,1,22,3,1,2,1,4,1
424,18,2,6,19,1,101,1,2,2,56,10,1,2,1,3,1
425,18,2,6,20,1,106,2,99,1,29,4,1,9,4,5,1
426,18,2,6,19,1,101,1,10,1,59,10,1,9,2,4,1
427,18,2,6,15,19,1901,1,99,1,33,5,1,1,5,2,1
428,18,2,6,4,5,501,2,99,9,999,11,9,9,99,99,1
429,18,2,6,16,18,1801,2,99,1,30,5,1,1,4,5,1
430,18,2,6,11,3,312,2,99,1,54,9,1,1,5,3,1
431,18,2,6,14,15,1503,2,99,1,22,3,1,9,4,99,4
432,18,2,6,23,15,1502,2,99,1,22,3,1,2,4,1,4
433,18,2,6,0,1,101,2,25,9,999,11,9,9,99,99,1
434,19,2,7,2,1,101,1,10,1,22,3,1,1,1,5,1
435,19,2,7,10,1,101,1,1,2,29,4,1,1,1,5,1
436,19,2,7,0,1,101,1,1,1,19,2,1,9,4,99,1
437,19,2,7,0,1,101,1,1,1,19,2,1,9,4,4,1
438,19,2,7,0,1,101,1,12,1,22,3,1,9,2,6,1
439,19,2,7,22,1,101,1,7,1,38,6,1,2,2,3,1
440,19,2,7,21,1,116,1,99,1,26,4,1,9,9,4,1
441,19,2,7,22,1,117,1,99,1,28,4,1,9,1,8,1
442,19,2,7,22,1,115,1,99,1,29,4,1,9,4,7,4
443,19,2,7,4,1,110,2,99,1,28,4,1,9,4,99,4
444,19,2,7,17,19,1903,2,99,1,37,6,1,9,4,99,4
445,19,2,7,1,19,1906,2,99,1,999,11,1,9,3,1,1
446,19,2,7,3,5,510,2,99,9,999,11,9,9,3,1,1
447,19,2,7,7,10,1001,1,99,1,52,9,1,9,7,7,1
448,19,2,7,16,10,1010,2,99,1,32,5,1,2,2,4,1
449,19,2,7,21,9,901,1,3,1,23,3,1,2,2,2,1
450,19,2,7,17,13,1302,1,5,1,23,3,1,2,4,99,1
451,19,2,7,19,16,1601,1,11,1,27,4,1,2,5,7,1
452,19,2,7,11,2,203,2,99,1,51,9,1,2,3,14,1
453,19,2,7,1,18,1801,2,99,1,19,2,1,2,1,2,2
454,19,2,7,18,18,1804,2,99,1,40,7,1,9,3,2,2
455,19,2,7,22,17,1701,2,99,1,40,7,1,9,4,99,4
456,20,2,1,21,1,102,2,99,1,48,8,1,1,1,3,1
457,20,2,1,17,1,101,1,5,9,999,11,9,9,1,4,1
458,20,2,1,19,1,101,1,7,1,39,6,1,2,1,6,1
459,20,2,1,18,1,110,2,99,1,29,4,1,1,3,3,1
460,20,2,1,17,22,2201,2,99,1,24,3,1,1,3,9,2
461,20,2,1,10,21,2106,2,99,1,39,6,1,1,1,9,1
462,20,2,1,18,21,2101,1,2,1,12,1,2,2,2,4,2
463,20,2,1,8,20,2001,2,99,1,29,4,1,1,2,6,1
464,20,2,1,0,5,501,2,99,1,24,3,1,2,1,99,3
465,20,2,1,14,5,507,2,99,1,30,5,1,2,3,9,2
466,20,2,1,5,10,1020,2,99,1,34,5,1,1,3,10,1
467,20,2,1,16,11,1101,2,99,1,26,4,1,1,1,99,1
468,20,2,1,11,9,920,2,99,1,54,9,1,2,2,1,1
469,20,2,1,14,9,920,2,99,1,24,3,1,9,4,1,4
470,20,2,1,0,4,401,2,99,9,999,11,9,9,7,3,3
471,21,2,2,17,10,1001,2,99,1,28,4,1,9,1,9,2
472,21,2,2,16,10,1001,2,99,1,28,4,1,1,5,2,1
473,21,2,2,15,13,1324,2,99,1,34,5,1,1,9,2,1
474,21,2,2,10,17,1701,2,99,9,999,11,9,9,1,99,1
475,22,2,3,10,1,101,1,1,1,33,5,1,9,12,1,1
476,22,2,3,18,1,101,1,15,1,53,9,1,9,1,1,1
477,22,2,3,10,22,2201,2,99,1,73,10,1,9,3,1,1
478,22,2,3,1,20,2001,2,99,1,72,10,1,9,3,3,1
479,22,2,3,0,11,1101,2,99,1,25,4,1,9,1,1,1
480,23,2,4,12,1,101,1,18,2,22,3,1,1,1,2,1
481,23,2,4,17,5,502,2,99,9,999,11,9,9,5,99,1
482,23,2,4,8,9,901,1,5,9,999,11,9,9,12,7,3
483,23,2,4,16,2,203,2,99,1,43,7,1,2,3,2,1
484,24,2,5,12,1,101,1,1,1,25,4,1,1,5,2,1
485,24,2,5,1,22,2212,2,99,9,999,11,9,9,3,6,1
486,24,2,5,18,22,2216,2,99,1,23,3,1,9,5,2,3
487,24,2,5,22,5,507,2,99,9,999,11,9,9,99,99,1
488,24,2,5,7,10,1002,2,99,1,32,5,1,9,4,99,1
489,24,2,5,7,18,1801,2,99,9,999,11,9,9,99,99,1
490,24,2,5,15,17,1701,2,99,9,999,11,9,9,99,99,1
491,24,2,5,1,14,1409,2,99,1,33,5,1,9,4,99,4
492,24,2,5,22,4,406,2,99,1,19,2,1,2,9,10,1
493,24,2,5,6,3,308,2,99,1,27,4,1,9,9,1,1
494,24,2,5,8,1,101,1,1,1,33,5,1,9,1,2,1
495,24,2,5,19,20,2001,2,99,1,32,5,1,2,2,3,1
496,24,2,5,22,9,901,1,1,1,32,5,1,1,5,2,1
497,24,2,5,7,4,409,2,99,9,999,11,9,9,5,99,1
498,25,2,6,4,1,101,1,1,1,23,3,1,2,1,11,1
499,25,2,6,12,1,101,1,1,1,33,5,1,1,11,2,1
500,25,2,6,7,1,101,1,8,9,999,11,9,9,12,7,1
501,25,2,6,15,1,108,1,4,1,999,11,1,1,3,5,1
502,25,2,6,16,1,101,1,6,1,68,10,1,1,1,2,1
503,25,2,6,20,1,101,1,12,1,41,7,1,9,1,4,1
504,25,2,6,11,22,2205,2,99,1,42,7,1,9,1,8,1
505,25,2,6,13,10,1001,1,2,1,29,4,1,2,14,1,2
506,25,2,6,17,9,901,2,7,1,53,9,1,9,3,1,1
507,25,2,6,23,9,902,2,99,1,21,3,1,2,3,2,1
508,25,2,6,15,13,1305,2,99,9,999,11,9,9,3,9,3
509,25,2,6,0,16,1607,2,99,1,30,5,1,9,5,2,4
510,25,2,6,15,17,1701,2,99,1,63,10,1,9,2,9,1
511,25,2,6,19,3,301,2,99,2,41,7,1,9,1,4,1
512,25,2,6,17,18,1801,2,99,1,33,5,1,9,1,99,1
513,25,2,6,4,5,511,2,99,1,26,4,1,2,1,99,1
514,25,2,6,0,5,505,2,99,9,999,11,9,9,5,2,1
515,25,2,6,12,9,917,2,99,9,999,11,9,9,3,3,3
516,25,2,6,20,4,401,1,2,1,34,5,1,2,4,1,3
517,26,2,7,1,1,115,2,99,9,999,11,9,2,1,1,1
518,26,2,7,7,1,114,2,99,1,21,3,1,9,4,99,2
519,26,2,7,11,1,116,2,99,1,33,5,1,9,1,4,1
520,26,2,7,11,19,1902,2,99,9,999,11,9,9,1,5,1
521,26,2,7,9,5,501,2,99,1,52,9,1,9,2,2,3
522,26,2,7,11,6,614,2,99,1,999,11,1,9,3,5,1
523,26,2,7,11,10,1001,1,99,1,30,5,1,9,9,3,1
524,26,2,7,23,10,1002,2,99,1,23,3,1,1,4,1,3
525,26,2,7,0,10,1002,2,99,1,42,7,1,2,4,5,3
526,26,2,7,20,11,1101,2,99,9,999,11,9,9,2,99,1
527,26,2,7,0,9,901,2,99,1,29,4,1,2,4,99,1
528,26,2,7,16,9,920,2,99,1,63,10,1,1,4,5,1
529,26,2,7,22,12,1202,2,99,1,20,3,1,9,4,3,2
530,26,2,7,4,16,1602,2,99,1,27,4,1,9,4,5,1
531,26,2,7,10,2,208,2,99,1,30,5,1,9,4,8,1
532,26,2,7,11,4,416,2,99,1,51,9,1,9,9,6,1
533,26,2,7,3,3,301,2,99,1,32,5,1,9,3,1,1
534,26,2,7,23,1,117,2,99,1,40,7,1,9,4,3,1
535,26,2,7,5,3,301,2,99,1,32,5,1,2,3,1,1
536,26,2,7,0,3,301,2,99,1,36,6,1,2,1,2,1
537,27,2,1,13,1,113,1,1,9,999,11,9,9,3,1,1
538,27,2,1,0,21,2101,1,1,1,21,3,1,2,4,5,1
539,27,2,1,4,21,2103,1,99,9,999,11,9,9,2,99,1
540,27,2,1,19,9,901,1,9,1,51,9,1,2,2,10,1
541,27,2,1,1,13,1312,2,99,9,999,11,9,9,1,2,4
542,27,2,1,18,18,1805,2,99,1,59,10,1,9,3,3,2
543,27,2,1,23,4,401,2,99,1,25,4,1,2,5,2,1
544,27,2,1,11,1,116,2,99,2,43,7,1,1,1,2,1
545,27,2,1,20,18,1801,2,99,1,19,2,1,1,1,6,1
546,27,2,1,16,1,117,1,99,1,33,5,1,2,3,2,1
547,27,2,1,19,6,604,2,99,1,51,9,1,9,5,99,1
548,27,2,1,18,4,403,2,99,1,84,10,1,9,5,2,4
549,27,2,1,22,4,412,2,99,1,19,2,1,9,4,3,1
550,28,2,2,1,1,101,1,13,1,29,4,1,9,99,2,1
551,28,2,2,10,1,101,1,12,1,23,3,1,9,4,2,1
552,28,2,2,15,1,101,1,5,1,30,5,1,2,2,9,1
553,28,2,2,23,1,101,1,10,1,27,4,1,2,4,5,4
554,28,2,2,23,1,113,2,99,1,25,4,1,9,5,2,1
555,28,2,2,10,20,2001,2,99,9,999,11,9,9,3,99,2
556,28,2,2,10,5,501,2,99,1,32,5,1,9,99,99,3
557,28,2,2,23,5,501,1,99,1,16,2,2,9,4,99,2
558,28,2,2,23,12,1201,1,2,1,32,5,1,2,3,5,1
559,28,2,2,13,18,1804,2,99,1,999,11,1,9,6,2,1
560,28,2,2,14,4,409,2,99,1,16,2,2,9,3,99,1
561,28,2,2,11,6,604,2,99,1,30,5,1,2,4,1,1
562,28,2,2,23,5,511,2,99,1,36,6,1,9,6,1,1
563,28,2,2,7,7,701,2,99,1,51,9,1,9,3,3,1
564,29,2,3,14,1,101,1,8,1,28,4,1,2,1,2,1
565,29,2,3,0,1,101,1,18,1,37,6,1,9,9,2,1
566,29,2,3,7,1,101,1,12,1,19,2,1,1,4,1,1
567,29,2,3,19,22,2217,2,99,1,26,4,1,9,4,7,1
568,29,2,3,19,20,2005,2,99,2,21,3,1,9,4,3,3
569,29,2,3,19,20,2005,2,99,1,17,2,2,9,4,6,3
570,29,2,3,14,6,608,2,99,1,23,3,1,9,4,99,1
571,29,2,3,15,13,1301,1,8,1,36,6,1,2,2,3,1
572,29,2,3,9,18,1801,2,99,1,24,3,1,9,4,99,1
573,29,2,3,12,17,1701,2,99,1,20,3,1,9,4,3,3
574,29,2,3,2,1,101,1,6,1,28,4,1,2,4,7,2
575,1,3,4,12,1,115,1,12,1,24,3,1,1,1,2,1
576,1,3,4,10,22,2201,2,99,1,33,5,1,1,1,1,3
577,1,3,4,18,6,602,2,99,1,18,2,1,1,4,99,1
578,1,3,4,18,17,1701,2,99,1,29,4,1,9,4,3,3
579,1,3,4,5,17,1701,2,99,1,16,2,2,9,4,3,2
580,1,3,4,11,17,1712,2,99,1,47,8,1,9,4,6,1
581,2,3,5,6,1,101,1,16,1,20,3,1,1,1,7,1
582,2,3,5,2,1,101,1,7,2,36,6,1,1,1,3,1
583,2,3,5,11,22,2201,2,99,1,39,6,1,1,6,3,3
584,2,3,5,23,10,1001,2,99,1,29,4,1,2,3,3,3
585,2,3,5,18,11,1101,2,99,1,22,3,1,1,4,3,2
586,2,3,5,7,15,1501,2,99,1,33,5,1,1,1,6,3
587,3,3,6,23,1,101,2,1,2,23,3,1,2,1,4,2
588,3,3,6,21,22,2201,2,99,1,22,3,1,2,4,1,1
589,3,3,6,6,19,1901,2,99,2,53,9,1,2,3,5,2
590,3,3,6,19,5,501,2,99,2,35,6,1,1,5,2,1
591,3,3,6,19,5,501,2,99,1,38,6,1,9,1,1,2
592,3,3,6,19,2,201,2,99,1,35,6,1,9,6,2,1
593,3,3,6,14,14,1401,2,99,1,21,3,1,9,4,6,1
594,3,3,6,13,3,303,2,99,1,28,4,1,9,1,6,1
595,4,3,7,8,1,116,2,99,1,25,4,1,9,1,4,1
596,4,3,7,17,1,115,1,4,1,35,6,1,9,1,2,1
597,4,3,7,2,1,110,2,99,1,24,3,1,9,1,5,1
598,4,3,7,2,21,2106,2,99,1,20,3,1,9,1,1,3
599,4,3,7,3,9,901,1,3,1,24,3,1,9,3,1,1
600,4,3,7,18,2,203,2,99,1,47,8,1,9,9,6,1
601,4,3,7,15,2,201,2,99,1,28,4,1,9,6,1,1
602,5,3,1,0,1,101,1,1,1,41,7,1,2,3,2,1
603,5,3,1,21,22,2214,2,99,1,25,4,1,9,4,5,2
604,5,3,1,2,5,504,2,99,1,25,4,1,2,14,1,1
605,5,3,1,9,10,1002,2,99,1,47,8,1,1,2,6,1
606,5,3,1,18,10,1002,2,99,9,999,11,9,9,9,2,1
607,5,3,1,11,18,1801,2,99,9,999,11,9,9,9,2,1
608,5,3,1,22,4,401,2,99,1,999,11,1,9,4,5,2
609,5,3,1,20,3,308,2,99,1,19,2,1,2,9,3,2
610,5,3,1,0,1,101,1,1,1,47,8,1,2,1,5,1
611,5,3,1,7,1,101,1,1,1,29,4,1,1,3,5,1
612,6,3,2,4,1,108,1,2,1,31,5,1,9,3,8,1
613,6,3,2,17,1,101,1,13,1,29,4,1,9,1,4,1
614,6,3,2,18,8,802,2,99,1,999,11,1,1,3,4,1
615,6,3,2,15,22,2214,2,99,1,49,8,1,9,5,6,4
616,6,3,2,21,22,2216,2,99,1,32,5,1,9,5,2,3
617,6,3,2,18,11,1109,2,99,1,18,2,1,9,2,2,2
618,6,3,2,4,8,803,2,99,1,34,5,1,9,3,1,2
619,6,3,2,14,18,1804,2,99,1,29,4,1,9,11,2,1
620,7,3,3,8,1,117,2,99,1,34,5,1,9,3,14,1
621,7,3,3,23,5,501,2,99,1,36,6,1,9,6,1,1
622,7,3,3,6,5,504,2,99,1,36,6,1,9,6,4,1
623,7,3,3,10,5,502,2,99,1,45,8,1,9,4,5,1
624,7,3,3,14,12,1214,2,99,9,999,11,9,9,1,99,1
625,7,3,3,17,13,1301,2,99,1,49,8,1,2,3,4,1
626,7,3,3,22,17,1709,2,99,1,43,7,1,1,6,6,1
627,7,3,3,7,17,1703,2,99,9,999,11,9,9,3,99,1
628,7,3,3,17,3,304,2,99,1,30,5,1,9,1,4,1
629,7,3,3,9,5,501,2,99,1,40,7,1,9,6,3,1
630,7,3,3,8,12,1222,2,99,9,999,11,9,9,2,9,1
631,8,3,4,10,1,101,1,6,9,999,11,9,9,7,2,1
632,8,3,4,8,2,203,2,99,1,20,3,1,9,6,99,1
633,8,3,4,21,1,108,2,3,1,26,4,1,2,1,9,1
634,8,3,4,23,20,2001,2,99,1,29,4,1,1,1,4,1
635,8,3,4,18,9,923,2,99,1,17,2,2,9,4,5,4
636,8,3,4,11,12,1215,2,99,1,50,9,1,9,3,3,1
637,8,3,4,5,16,1613,2,99,1,33,5,1,9,5,2,3
638,8,3,4,19,15,1501,1,99,1,37,6,1,2,1,99,1
639,8,3,4,0,4,401,2,99,9,999,11,9,9,3,99,1
640,8,3,4,7,6,601,2,99,1,61,10,1,9,4,99,1
641,8,3,4,16,18,1801,2,99,1,27,4,1,9,5,2,1
642,8,3,4,14,6,608,2,99,1,999,11,1,9,3,5,1
643,9,3,5,7,1,101,1,1,1,48,8,1,9,2,2,1
644,9,3,5,20,1,101,1,18,1,46,8,1,9,5,2,1
645,9,3,5,6,10,1010,2,99,1,27,4,1,1,3,9,1
646,10,3,6,8,1,101,1,1,1,29,4,1,2,12,1,1
647,10,3,6,6,1,101,1,1,2,32,5,1,1,2,5,1
648,10,3,6,11,1,102,2,99,1,44,7,1,9,5,2,3
649,10,3,6,23,1,108,1,5,1,22,3,1,1,4,5,1
650,10,3,6,3,1,101,1,12,1,40,7,1,1,1,6,3
651,10,3,6,10,1,115,2,99,1,33,5,1,1,4,1,1
652,10,3,6,20,22,2212,2,99,1,33,5,1,9,3,10,2
653,10,3,6,1,20,2001,2,99,1,52,9,1,9,4,99,1
654,10,3,6,19,5,501,2,99,1,40,7,1,1,2,4,1
655,10,3,6,0,11,1102,2,99,1,52,9,1,1,3,1,1
656,10,3,6,16,13,1302,2,99,9,999,11,9,9,3,5,1
657,10,3,6,8,17,1701,2,99,1,27,4,1,1,4,1,1
658,11,3,7,20,1,101,1,1,1,43,7,1,1,1,3,1
659,11,3,7,19,1,101,1,18,1,30,5,1,1,3,1,3
660,11,3,7,0,1,101,1,7,1,21,3,1,1,1,5,1
661,11,3,7,1,1,115,1,1,1,24,3,1,1,9,2,1
662,11,3,7,10,1,114,2,99,1,39,6,1,1,4,6,1
663,11,3,7,15,1,108,1,4,2,24,3,1,1,1,10,1
664,11,3,7,10,5,503,2,99,1,26,4,1,1,3,5,1
665,11,3,7,21,10,1001,2,99,1,46,8,1,1,3,1,1
666,11,3,7,21,10,1001,1,1,1,47,8,1,2,3,4,1
667,11,3,7,12,9,901,1,3,2,28,4,1,1,1,16,1
668,11,3,7,22,12,1201,2,99,1,56,10,1,1,2,5,1
669,11,3,7,7,2,204,2,99,1,28,4,1,1,2,2,4
670,11,3,7,23,4,411,2,99,1,30,5,1,1,7,7,3
671,12,3,1,21,1,101,1,11,1,32,5,1,1,1,4,1
672,12,3,1,22,1,101,1,7,1,32,5,1,1,1,2,1
673,12,3,1,22,1,101,1,6,2,37,6,1,9,1,1,1
674,12,3,1,20,1,101,1,7,1,17,2,2,9,4,5,1
675,12,3,1,21,5,501,2,99,1,26,4,1,1,5,12,1
676,12,3,1,23,12,1217,2,99,1,25,4,1,9,3,5,1
677,12,3,1,21,4,402,2,99,1,28,4,1,9,3,6,2
678,12,3,1,2,17,1701,2,99,1,42,7,1,9,1,8,1
679,13,3,2,0,1,101,1,12,9,999,11,9,9,1,99,1
680,13,3,2,8,1,101,1,13,9,999,11,9,9,99,99,1
681,13,3,2,13,1,101,1,10,2,31,5,1,9,4,99,1
682,13,3,2,19,1,115,1,5,1,44,7,1,9,6,2,1
683,13,3,2,16,1,108,1,11,1,29,4,1,9,1,1,2
684,13,3,2,17,20,2001,2,99,9,999,11,9,9,5,99,1
685,13,3,2,13,20,2001,2,99,1,34,5,1,1,8,11,3
686,14,3,3,17,21,2101,2,99,1,23,3,1,9,4,3,1
687,14,3,3,22,5,501,1,99,1,32,5,1,9,3,10,1
688,14,3,3,15,5,501,2,99,2,22,3,1,9,1,4,3
689,14,3,3,16,12,1202,2,99,9,999,11,9,9,3,6,1
690,14,3,3,16,18,1801,2,99,9,999,11,9,9,99,99,1
691,14,3,3,14,3,307,2,99,1,55,10,1,9,3,3,1
692,15,3,4,8,11,1102,2,99,1,39,6,1,1,5,2,1
693,15,3,4,16,11,1108,2,99,1,26,4,1,1,2,99,2
694,15,3,4,7,1,113,2,99,2,35,6,1,9,1,4,1
695,16,3,5,5,5,511,2,99,1,30,5,1,9,3,11,1
696,16,3,5,8,10,1020,2,99,1,21,3,1,9,2,4,1
697,16,3,5,8,9,914,2,99,9,999,11,9,9,7,99,1
698,16,3,5,3,18,1801,1,1,1,34,5,1,9,4,99,2
699,17,3,6,2,21,2101,2,99,1,24,3,1,2,4,3,2
700,17,3,6,18,5,501,2,99,1,43,7,1,9,3,4,1
701,17,3,6,16,5,505,2,99,1,38,6,1,9,4,4,1
702,17,3,6,21,10,1002,2,99,9,999,11,9,9,5,6,1
703,17,3,6,16,10,1002,2,99,9,999,11,9,9,7,99,1
704,17,3,6,21,9,901,1,3,1,25,4,1,9,1,1,2
705,17,3,6,7,2,208,2,99,1,40,7,1,1,2,4,1
706,17,3,6,5,18,1804,2,99,1,21,3,1,1,1,99,2
707,18,3,7,16,1,101,1,5,1,50,9,1,1,1,3,1
708,18,3,7,5,1,108,1,6,2,21,3,1,1,4,99,1
709,18,3,7,9,20,2001,2,99,1,34,5,1,1,9,99,2
710,18,3,7,19,20,2009,2,99,9,999,11,9,9,7,7,3
711,18,3,7,22,19,1901,2,99,1,31,5,1,9,4,99,2
712,18,3,7,1,6,601,2,99,1,30,5,1,2,1,4,1
713,18,3,7,22,10,1001,2,99,1,40,7,1,9,3,2,1
714,18,3,7,12,11,1109,1,99,1,37,6,1,2,1,99,2
715,18,3,7,0,17,1712,2,99,1,25,4,1,2,4,5,2
716,18,3,7,20,3,301,2,99,1,59,10,1,9,2,6,1
717,19,3,1,20,1,101,1,5,1,50,9,1,9,2,11,1
718,19,3,1,7,1,101,1,6,9,999,11,9,9,3,3,1
719,19,3,1,15,1,101,1,15,2,40,7,1,1,2,9,1
720,19,3,1,14,6,601,2,99,9,999,11,9,9,5,99,1
721,19,3,1,11,9,920,1,3,1,34,5,1,1,9,2,1
722,19,3,1,4,9,901,1,1,1,16,2,2,9,2,2,1
723,19,3,1,18,13,1308,1,1,1,35,6,1,9,3,5,1
724,19,3,1,14,2,203,2,99,1,17,2,2,9,3,1,3
725,19,3,1,15,18,1803,2,99,1,25,4,1,9,1,4,2
726,19,3,1,8,14,1401,1,4,1,23,3,1,9,4,1,1
727,20,3,2,14,1,108,1,1,2,21,3,1,9,1,4,2
728,20,3,2,2,22,2201,2,99,1,16,2,2,9,3,3,1
729,20,3,2,6,10,1001,2,99,9,999,11,9,9,5,1,2
730,20,3,2,13,8,801,2,99,1,49,8,1,9,3,8,4
731,20,3,2,17,7,701,2,99,1,31,5,1,9,3,3,1
732,21,3,3,0,1,101,1,18,1,59,10,1,9,1,4,1
733,21,3,3,19,1,111,2,99,1,35,6,1,9,1,11,1
734,21,3,3,22,1,109,2,99,1,37,6,1,9,1,10,1
735,21,3,3,7,19,1904,2,99,1,50,9,1,9,7,6,1
736,21,3,3,14,6,601,1,1,1,58,10,1,9,1,9,1
737,21,3,3,15,9,901,2,99,2,42,7,1,9,2,4,1
738,21,3,3,22,14,1413,2,99,1,39,6,1,2,3,6,1
739,21,3,3,22,14,1401,1,1,1,37,6,1,9,4,14,1
740,22,3,4,10,1,107,2,99,1,33,5,1,1,1,6,1
741,22,3,4,14,19,1901,2,99,1,30,5,1,1,2,2,1
742,22,3,4,22,5,501,2,99,1,20,3,1,1,1,8,2
743,22,3,4,8,9,901,2,99,1,80,10,1,1,1,2,1
744,22,3,4,19,9,901,1,3,1,19,2,1,2,4,5,1
745,22,3,4,6,4,401,2,99,1,62,10,1,9,2,6,1
746,23,3,5,15,1,101,1,1,1,25,4,1,9,3,5,1
747,23,3,5,22,1,108,1,1,2,24,3,1,9,1,2,2
748,23,3,5,8,5,501,2,99,9,999,11,9,9,6,2,1
749,23,3,5,7,6,601,2,99,1,39,6,1,9,5,3,1
750,24,3,6,23,1,115,1,1,1,27,4,1,1,1,6,1
751,24,3,6,9,1,108,1,6,1,31,5,1,1,9,2,1
752,24,3,6,16,5,501,2,99,1,38,6,1,1,12,7,1
753,24,3,6,5,5,501,2,99,9,999,11,9,9,6,2,1
754,24,3,6,16,10,1014,2,99,1,28,4,1,1,3,3,1
755,24,3,6,9,9,901,1,7,1,54,9,1,1,5,2,1
756,24,3,6,23,12,1217,1,2,1,24,3,1,9,4,2,2
757,25,3,7,21,5,501,1,99,2,35,6,1,1,2,3,1
758,25,3,7,23,5,509,2,99,1,21,3,1,1,4,1,3
759,25,3,7,18,5,511,2,99,1,30,5,1,1,2,4,1
760,25,3,7,14,6,604,1,1,1,18,2,1,1,14,1,1
761,25,3,7,14,8,801,2,99,2,57,10,1,1,2,99,3
762,25,3,7,14,2,207,2,99,1,46,8,1,1,5,5,1
763,25,3,7,1,17,1701,1,99,1,27,4,1,1,1,3,1
764,26,3,1,13,1,101,1,10,1,22,3,1,9,4,99,2
765,26,3,1,2,1,101,1,7,1,35,6,1,9,4,5,2
766,26,3,1,9,22,2214,2,99,1,23,3,1,9,2,2,4
767,26,3,1,7,21,2101,1,2,1,25,4,1,1,9,3,1
768,26,3,1,2,19,1901,2,99,1,14,1,2,9,4,5,2
769,26,3,1,6,6,609,2,99,9,999,11,9,9,3,5,1
770,26,3,1,9,9,917,2,99,9,999,11,9,9,5,2,1
771,26,3,1,18,18,1802,2,99,1,20,3,1,9,4,99,2
772,26,3,1,12,17,1705,2,99,1,27,4,1,9,4,99,1
773,27,3,2,17,1,101,1,7,2,31,5,1,9,1,6,1
774,27,3,2,15,1,115,2,99,1,33,5,1,9,11,2,1
775,27,3,2,20,1,115,1,5,1,31,5,1,1,7,7,1
776,27,3,2,18,1,108,1,6,1,25,4,1,1,12,1,1
777,27,3,2,9,5,511,2,99,1,17,2,2,9,4,4,4
778,27,3,2,0,12,1202,2,99,1,40,7,1,9,2,2,2
779,27,3,2,16,18,1804,1,99,1,62,10,1,9,1,4,3
780,27,3,2,19,17,1712,1,99,9,999,11,9,9,1,6,1
781,28,3,3,10,1,101,1,1,1,18,2,1,9,3,2,1
782,28,3,3,10,1,101,1,1,1,52,9,1,9,9,4,1
783,28,3,3,19,1,102,2,99,9,999,11,9,9,12,3,1
784,28,3,3,1,1,117,1,99,1,36,6,1,2,1,4,1
785,28,3,3,13,22,2216,2,99,1,34,5,1,9,3,5,1
786,28,3,3,21,20,2007,2,99,9,999,11,9,9,14,99,3
787,28,3,3,15,2,203,2,99,9,999,11,9,9,5,2,1
788,28,3,3,18,14,1401,2,99,1,25,4,1,9,9,2,1
789,29,3,4,4,1,101,1,13,9,999,11,9,9,5,2,3
790,29,3,4,23,19,1903,2,99,1,47,8,1,2,99,99,3
791,29,3,4,17,13,1331,2,99,1,21,3,1,9,4,99,3
792,29,3,4,20,1,102,2,99,1,20,3,1,9,1,4,1
793,29,3,4,8,1,101,1,1,1,28,4,1,1,12,3,1
794,29,3,4,8,12,1201,2,99,1,28,4,1,2,3,5,1
795,29,3,4,12,14,1401,1,1,9,999,11,9,9,1,6,1
796,30,3,5,8,1,101,1,7,1,24,3,1,1,1,99,1
797,30,3,5,22,1,108,1,6,1,22,3,1,2,1,4,1
798,30,3,5,23,21,2104,2,99,1,49,8,1,1,4,5,2
799,30,3,5,11,19,1905,2,99,1,39,6,1,1,9,2,1
800,30,3,5,8,11,1101,2,99,1,999,11,1,1,4,99,3
801,30,3,5,16,9,920,2,99,1,25,4,1,1,6,2,1
802,30,3,5,16,9,920,1,1,1,55,10,1,2,3,1,1
